year,IPC1,IPC2,IPC4,IPC5,IPCMAG
1856,0.0286,1.03e-05,0.0158,0.155,0.359
1857,0.029,1.0500000000000001e-05,0.016,0.156,0.363
1858,0.0292,1.06e-05,0.0162,0.157,0.367
1859,0.0294,1.06e-05,0.016300000000000002,0.159,0.369
1860,0.0295,1.07e-05,0.016300000000000002,0.16,0.37
1861,0.0296,1.07e-05,0.016399999999999998,0.162,0.371
1862,0.0296,1.07e-05,0.016399999999999998,0.163,0.371
1863,0.0296,1.07e-05,0.016399999999999998,0.165,0.372
1864,0.0296,1.07e-05,0.016399999999999998,0.166,0.372
1865,0.0297,1.07e-05,0.016399999999999998,0.168,0.372
1866,0.0297,1.07e-05,0.016399999999999998,0.169,0.372
1867,0.0297,1.07e-05,0.016399999999999998,0.171,0.373
1868,0.0297,1.07e-05,0.0165,0.172,0.373
1869,0.0298,1.08e-05,0.0165,0.173,0.374
1870,0.0298,1.08e-05,0.0165,0.175,0.374
1871,0.0303,1.1e-05,0.016800000000000002,0.176,0.381
1872,0.0316,1.1400000000000001e-05,0.0175,0.178,0.396
1873,0.0334,1.21e-05,0.0185,0.179,0.42
1874,0.0357,1.29e-05,0.0198,0.181,0.448
1875,0.038200000000000005,1.38e-05,0.0211,0.182,0.479
1876,0.0407,1.47e-05,0.0225,0.184,0.511
1877,0.0431,1.56e-05,0.023899999999999998,0.185,0.542
1878,0.0453,1.6400000000000002e-05,0.0251,0.187,0.568
1879,0.0469,1.7e-05,0.026,0.188,0.589
1880,0.0479,1.73e-05,0.0265,0.189,0.602
1881,0.0485,1.7500000000000002e-05,0.0269,0.191,0.609
1882,0.049,1.77e-05,0.027100000000000003,0.192,0.615
1883,0.0494,1.7899999999999998e-05,0.0273,0.194,0.62
1884,0.0497,1.7999999999999997e-05,0.0275,0.195,0.624
1885,0.05,1.8100000000000003e-05,0.0277,0.197,0.628
1886,0.0503,1.8200000000000002e-05,0.027899999999999998,0.198,0.632
1887,0.0506,1.83e-05,0.028,0.2,0.635
1888,0.0509,1.84e-05,0.0282,0.201,0.639
1889,0.0513,1.85e-05,0.028399999999999998,0.203,0.644
1890,0.0589,1.87e-05,0.0286,0.204,0.668
1891,0.0611,1.88e-05,0.0289,0.206,0.677
1892,0.0634,1.9e-05,0.0291,0.207,0.687
1893,0.0659,1.92e-05,0.0294,0.208,0.697
1894,0.0686,1.93e-05,0.0296,0.21,0.706
1895,0.0714,1.95e-05,0.0299,0.211,0.716
1896,0.07440000000000001,1.9699999999999998e-05,0.030199999999999998,0.213,0.724
1897,0.0775,1.9900000000000003e-05,0.0305,0.214,0.732
1898,0.0808,2.01e-05,0.0308,0.216,0.74
1899,0.0841,2.04e-05,0.0312,0.217,0.746
1900,0.0876,2.06e-05,0.0316,0.219,0.752
1901,0.09140000000000001,2.09e-05,0.032,0.22,0.757
1902,0.0958,2.12e-05,0.0325,0.222,0.763
1903,0.101,2.16e-05,0.033100000000000004,0.223,0.769
1904,0.106,2.2100000000000002e-05,0.0338,0.224,0.776
1905,0.111,2.2499999999999998e-05,0.0345,0.226,0.782
1906,0.116,2.3e-05,0.0352,0.227,0.789
1907,0.121,2.34e-05,0.0359,0.229,0.796
1908,0.125,2.39e-05,0.0366,0.23,0.803
1909,0.129,2.4299999999999998e-05,0.0373,0.232,0.81
1910,0.133,2.48e-05,0.037899999999999996,0.233,0.817
1911,0.136,2.52e-05,0.0386,0.235,0.826
1912,0.138,2.5600000000000002e-05,0.039200000000000006,0.236,0.842
1913,0.141,2.6e-05,0.039799999999999995,0.238,0.862
1914,0.144,2.64e-05,0.0405,0.239,0.885
1915,0.146,2.68e-05,0.041100000000000005,0.241,0.91
1916,0.148,2.7300000000000003e-05,0.0417,0.242,0.936
1917,0.15,2.77e-05,0.0424,0.243,0.962
1918,0.152,2.81e-05,0.043,0.245,0.985
1919,0.154,2.85e-05,0.0436,0.246,1.01
1920,0.156,2.8899999999999998e-05,0.0443,0.248,1.02
1921,0.157,2.94e-05,0.044899999999999995,0.249,1.04
1922,0.159,2.98e-05,0.0456,0.251,1.05
1923,0.162,3.0200000000000002e-05,0.046299999999999994,0.252,1.06
1924,0.164,3.07e-05,0.047,0.254,1.08
1925,0.166,3.12e-05,0.047700000000000006,0.255,1.09
1926,0.168,3.16e-05,0.0484,0.257,1.1
1927,0.171,3.2e-05,0.049100000000000005,0.258,1.12
1928,0.173,3.2500000000000004e-05,0.0497,0.259,1.13
1929,0.174,3.29e-05,0.0503,0.261,1.13
1930,0.176,3.33e-05,0.0509,0.262,1.14
1931,0.177,0.00188,0.0514,0.264,1.14
1932,0.178,0.007030000000000001,0.0519,0.265,1.15
1933,0.178,0.0149,0.0523,0.267,1.14
1934,0.179,0.0249,0.0526,0.268,1.14
1935,0.179,0.0365,0.053,0.27,1.14
1936,0.18,0.049,0.053399999999999996,0.271,1.14
1937,0.18,0.0619,0.053899999999999997,0.273,1.13
1938,0.181,0.0747,0.0544,0.274,1.13
1939,0.183,0.0866,0.0551,0.275,1.14
1940,0.185,0.09720000000000001,0.0559,0.277,1.14
1941,0.188,0.107,0.0578,0.278,1.19
1942,0.193,0.115,0.0615,0.28,1.32
1943,0.199,0.123,0.06659999999999999,0.281,1.51
1944,0.206,0.131,0.0727,0.283,1.74
1945,0.214,0.14,0.07940000000000001,0.284,1.99
1946,0.222,0.148,0.0863,0.286,2.24
1947,0.229,0.158,0.09309999999999999,0.287,2.48
1948,0.236,0.169,0.0993,0.289,2.69
1949,0.242,0.181,0.105,0.29,2.84
1950,0.246,0.195,0.109,0.292,2.92
1951,0.251,0.215,0.112,0.293,2.95
1952,0.258,0.244,0.114,0.294,2.97
1953,0.266,0.282,0.117,0.296,3.0
1954,0.276,0.327,0.118,0.297,3.01
1955,0.286,0.377,0.12,0.299,3.03
1956,0.296,0.432,0.122,0.3,3.05
1957,0.306,0.489,0.124,0.302,3.07
1958,0.315,0.547,0.127,0.303,3.1
1959,0.323,0.605,0.129,0.305,3.13
1960,0.329,0.662,0.133,0.306,3.17
1961,0.334,0.724,0.137,0.308,3.38
1962,0.339,0.796,0.143,0.309,3.47
1963,0.344,0.876,0.149,0.31,3.55
1964,0.35,0.96,0.157,0.312,3.63
1965,0.356,1.05,0.165,0.313,3.74
1966,0.363,1.13,0.173,0.315,3.89
1967,0.371,1.21,0.181,0.316,4.0
1968,0.38,1.29,0.189,0.318,4.1
1969,0.391,1.35,0.195,0.319,4.16
1970,0.389,1.2,0.197,0.317,4.35
1971,0.396,1.22,0.201,0.316,4.34
1972,0.422,1.24,0.203,0.329,4.46
1973,0.451,1.3,0.207,0.344,4.62
1974,0.46,1.37,0.211,0.346,4.61
1975,0.478,1.31,0.216,0.349,4.83
1976,0.506,1.34,0.22,0.361,4.91
1977,0.53,1.32,0.222,0.373,5.02
1978,0.554,1.33,0.23,0.383,5.12
1979,0.568,1.35,0.235,0.39,5.3
1980,0.566,1.26,0.239,0.389,5.43
1981,0.566,1.21,0.245,0.385,5.38
1982,0.575,1.08,0.25,0.381,5.48
1983,0.582,1.09,0.255,0.383,5.53
1984,0.595,1.09,0.262,0.393,5.62
1985,0.602,1.05,0.27,0.395,5.63
1986,0.613,0.999,0.275,0.402,5.65
1987,0.632,0.968,0.281,0.413,5.8
1988,0.652,0.921,0.287,0.426,5.74
1989,0.662,0.875,0.292,0.432,5.84
1990,0.658,0.753,0.293,0.437,5.98
1991,0.663,0.739,0.299,0.438,5.89
1992,0.667,0.738,0.307,0.442,5.86
1993,0.675,0.727,0.314,0.446,5.88
1994,0.683,0.738,0.325,0.444,5.82
1995,0.724,0.765,0.332,0.45,5.98
1996,0.751,0.804,0.339,0.459,6.13
1997,0.793,0.777,0.343,0.459,6.09
1998,0.816,0.69,0.351,0.462,6.21
1999,0.827,0.599,0.357,0.461,6.26
2000,0.831,0.647,0.363,0.468,6.2
2001,0.839,0.632,0.373,0.468,6.31
2002,0.854,0.606,0.383,0.469,6.38
2003,0.884,0.631,0.395,0.48,6.44
2004,0.915,0.707,0.406,0.497,6.61
2005,0.924,0.713,0.419,0.489,6.65
2006,0.948,0.693,0.432,0.497,6.66
2007,0.966,0.688,0.444,0.509,6.81
2008,0.97,0.598,0.457,0.508,6.9
2009,0.964,0.558,0.469,0.499,6.92
2010,1.0,0.527,0.486,0.516,7.03
2011,0.973,0.558,0.476,0.529,7.24
2012,0.912,0.56,0.468,0.539,7.39
2013,0.992,0.571,0.485,0.546,7.48
2014,1.06,0.603,0.497,0.551,7.4
2015,1.05,0.586,0.506,0.55,7.41
2016,1.05,0.606,0.515,0.548,7.51
2017,1.06,0.621,0.525,0.551,7.59
2018,1.06,0.647,0.53,0.558,7.6
2019,1.08,0.644,0.542,0.568,7.65
