model,scenario,variable,region,unit,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
reconstructed,historical,CO2 FFI,World,Gt CO2/yr,36.0987554243848,36.01385871948599,36.06050913862814,36.65937571732744,37.33357484937409,37.409599025330095,35.71860086265772,37.81984616544956,38.087297421525555,38.712217039812955,39.02191477613146
reconstructed,historical,C3F8,World,kt C3F8/yr,0.5513851132465674,0.5487295854941663,0.553962430967283,0.5660225254286151,0.5846238734265372,0.6074158740127537,0.6338490307642181,0.6629586792938535,0.6949565614871759,0.7269544436804982,0.7589523258738206
reconstructed,historical,C4F10,World,kt C4F10/yr,0.0923745715785036,0.0928468935357161,0.0936098987400449,0.0945422546801906,0.0955937396303366,0.0967122894646654,0.0978977671217727,0.099127311907618,0.1004077161596064,0.1016881204115948,0.10296852466358321
reconstructed,historical,C5F12,World,kt C5F12/yr,0.0547428325759339,0.0549858567912172,0.0555378692537545,0.0562670424832444,0.0570861440570684,0.0579398621277192,0.0588021306601495,0.0596623516085702,0.060522356345,0.061382361081429804,0.06224236581785961
reconstructed,historical,C6F14,World,kt C6F14/yr,0.1490774042670175,0.143315441230086,0.1376181863797211,0.131697666147014,0.1242071621925271,0.1151366395532638,0.1035549662606542,0.0900359698958062,0.0744404316906584,0.05884489348551061,0.04324935528036282
reconstructed,historical,C7F16,World,kt C7F16/yr,0.1919567098298008,0.1918561143739016,0.1916349446770524,0.1913086184876836,0.19081594266409,0.1901794932486309,0.1893530538041269,0.1883863765993121,0.1872763020377699,0.1861662274762277,0.18505615291468552
reconstructed,historical,C8F18,World,kt C8F18/yr,0.0834287160109216,0.0855118879315312,0.0891570762808381,0.0938888553836057,0.0996310186756127,0.1060693925613928,0.1132972576443284,0.1210773610524569,0.1294397137446574,0.1378020664368579,0.14616441912905842
reconstructed,historical,CH2Cl2,World,kt CH2Cl2/yr,1226.2740248225869,1260.640083744313,1297.6578345992884,1337.4299718482573,1379.775459585937,1424.321925325889,1470.5331070461518,1517.7305905710828,1565.1936816349605,1612.6567726988383,1660.119863762716
reconstructed,historical,CH3Br,World,kt CH3Br/yr,143.4159563095801,142.18799901252123,141.16996419638758,140.33584928928713,139.666242169549,139.14099453551762,138.7227796829265,138.3670217431887,138.03496349417964,137.70290524517057,137.3708469961615
reconstructed,historical,CH3Cl,World,kt CH3Cl/yr,5408.072269750692,5410.038361605933,5409.427581251613,5406.38585169931,5401.646261892761,5395.928328879679,5389.674991321566,5383.180815929719,5376.566046722151,5369.951277514584,5363.336508307017
reconstructed,historical,CHCl3,World,kt CHCl3/yr,388.5201484823721,395.6372321762633,401.20304471777314,404.9081380615362,406.6818596869164,406.7992440753053,405.75335855777314,404.0020325267429,401.9370726913792,399.8721128560156,397.8071530206519
reconstructed,historical,NF3,World,kt NF3/yr,1.6978476929262236,1.893191018906004,2.1134579761555328,2.356396507553625,2.613311243284114,2.8835313265784857,3.160506791269732,3.4437683175248743,3.726527117743117,4.00928591796136,4.292044718179602
reconstructed,historical,SO2F2,World,kt SO2F2/yr,2.414041677881184,2.529421987557151,2.6763079630027784,2.8545004336308253,3.065583344472585,3.318153959585972,3.61089946150754,3.938610481645276,4.27761364024958,4.616616798853885,4.955619957458189
reconstructed,historical,c-C4F8,World,kt cC4F8/yr,1.6795146218980437,1.7560770995391757,1.830206299979336,1.9003306281019348,1.9656340635424647,2.026153851246772,2.0832786581690605,2.1383854524413346,2.1930343613417427,2.2476832702421508,2.302332179142559
reconstructed,historical,CO2 AFOLU,World,Gt CO2/yr,5.4001205775,4.939834067666666,4.685361299666666,4.363237043,3.944414030333333,3.7735960093333327,3.635499547166666,3.591506688,3.6736068291666664,3.5066135037000095,3.4342431313333464
reconstructed,historical,HFC-125,World,kt HFC125/yr,54.1462,58.9704,65.88810000000001,74.9193,79.1515,82.654,94.9691,103.1366,111.7943,120.7133,127.9964
reconstructed,historical,HFC-134a,World,kt HFC134a/yr,183.7253,196.0126,211.3489,219.816,219.9578,223.1781,273.4836,273.2599,277.8708,284.7813,288.2208
reconstructed,historical,HFC-143a,World,kt HFC143a/yr,24.77,26.4862,28.3066,28.8855,28.3002,28.8309,30.9368,31.8075,32.7142,33.6389,33.787
reconstructed,historical,HFC-152a,World,kt HFC152a/yr,45.1089,45.5776,46.637800000000006,48.5146,49.4887,49.901900000000005,48.3849,49.7374,51.2765,52.9854,50.4099
reconstructed,historical,HFC-227ea,World,kt HFC227ea/yr,3.6183,3.8902,4.3558,4.665,4.9362,5.240399999999999,5.583699999999999,5.8267,6.126600000000001,6.462899999999999,6.5542
reconstructed,historical,HFC-236fa,World,kt HFC236fa/yr,0.2884,0.3005,0.3158,0.3298,0.3367,0.338,0.3198,0.3282,0.3371,0.3469,0.3541
reconstructed,historical,HFC-245fa,World,kt HFC245fa/yr,9.7851,10.5005,11.2736,11.9319,12.3624,12.5277,12.8389,13.3898,14.0283,14.6969,15.141
reconstructed,historical,HFC-32,World,kt HFC32/yr,27.8709,32.4335,39.3784,48.4845,55.5579,60.5857,74.43719999999999,83.7911,93.5933,103.6249,112.3745
reconstructed,historical,HFC-365mfc,World,kt HFC365mfc/yr,4.017,4.1782,4.2425,4.231,4.1793000000000005,4.127,4.4544,4.443,4.678100000000001,5.0503,5.1653
reconstructed,historical,HFC-4310mee,World,kt HFC43-10/yr,0.9214,1.0355,1.0027,0.9682,1.0066,1.1222,0.8671,0.846,0.8443999999999999,0.8672000000000001,0.6968
reconstructed,historical,CCl4,World,kt CCl4/yr,38.26024351870825,33.54930813296458,37.71848605009264,39.98900994454608,41.06891988894067,33.46254123853699,40.81193580421677,37.87304729356868,35.12007311921931,32.04670828840031,28.90215011160865
reconstructed,historical,CFC-11,World,kt CFC11/yr,73.59912275180477,69.19313531128144,74.0708407704732,82.01992091423763,72.7840609502688,49.68461943084268,58.56403833303055,56.446918874757664,54.07548229992231,51.673615450732896,49.92602039996093
reconstructed,historical,CFC-113,World,kt CFC113/yr,6.233076465877665,3.560713062172421,4.891924398157121,7.789751678287422,4.830589548644577,3.081617922120496,0.0760379824178666,0.0,0.2053506808618156,2.136683931613149,2.231180301588974
reconstructed,historical,CFC-114,World,kt CFC114/yr,0.9903890689543944,1.828987715318458,0.979971718919032,1.818570365282946,2.097607183116931,2.94215860092978,0.1250029510706196,0.0,0.0997036724130177,0.9338377401904048,0.9263967758794104
reconstructed,historical,CFC-115,World,kt CFC115/yr,1.159624507275135,1.161036674057392,1.67129974999084,1.928078815870235,1.930903149434703,1.424876573847889,0.1546321900127905,0.0,0.0,0.1522785787090595,0.0
reconstructed,historical,CFC-12,World,kt CFC12/yr,48.434792136874606,34.319043844431846,30.06832701705578,44.17823261663861,28.23949243720893,12.95035897723859,24.11265631693772,22.19505774961784,20.465708323317727,18.72660513808941,17.17770184566647
reconstructed,historical,CH3CCl3,World,kt CH3CCl3/yr,1.972876717886735,2.3116787937705223,2.010186631923013,2.059942931590101,1.976518497694779,1.6721012148584,1.543308162779319,1.590139341457515,1.57038015335452,1.682339138319483,1.6838016988139228
reconstructed,historical,HCFC-141b,World,kt HCFC141b/yr,59.920891599034384,54.61647104033607,53.72868619957029,47.62578833747093,48.57686041608001,51.67949378965541,55.921195048557145,55.703447128693554,55.6066759640792,55.44848346843415,55.43174150504852
reconstructed,historical,HCFC-142b,World,kt HCFC142b/yr,20.98442948721996,21.70122493698085,22.284759044785368,20.17567393138476,19.64726484816088,17.39117966921195,21.30607719571342,21.02117950360701,20.88791816165064,20.74546931559744,20.59383296544748
reconstructed,historical,HCFC-22,World,kt HCFC22/yr,346.24536663586446,331.9951132107959,339.9917903852724,335.368596637848,332.662473471389,323.3357336953307,328.1128290671458,323.734904357003,319.2400490324913,315.4059078705614,311.8830757941683
reconstructed,historical,Halon-1211,World,kt Halon1211/yr,3.672808072417607,3.222011686619035,3.315643393543447,3.145564975031937,3.2562045238075137,2.822415979860083,2.652337561348585,2.76297711012415,2.329188566176731,2.439828114952296,2.28675753829194
reconstructed,historical,Halon-1301,World,kt Halon1301/yr,1.380095251677556,1.1367459886222109,1.1367459886222109,1.1367459886222109,1.3834986827812228,0.8933967255668543,1.3834986827812228,1.1401494197258668,1.1401494197258668,1.1401494197258668,1.1401494197258668
reconstructed,historical,Halon-2402,World,kt Halon2402/yr,0.2213726745140952,0.641349039028782,0.2061024592991232,0.6260788238138125,0.190832244084156,0.6108086085988405,0.0,0.1450215984392401,0.1297513832242681,0.0,0.0839407375793546
reconstructed,historical,C2F6,World,kt C2F6/yr,1.9465674803031687,1.9677858836596585,2.1389154431359017,2.2674909334704263,2.2119538875579834,2.203614116756345,2.1686617929881904,2.2563987648752435,2.3441357367622966,2.4318727086493497,2.5196096805364028
reconstructed,historical,CF4,World,kt CF4/yr,11.250069575206522,11.975292599558498,12.947901930554805,13.910992392142996,14.339609082955414,14.443486311623142,14.541187658098986,14.733364481344164,14.925541304589343,15.117718127834522,15.3098949510797
reconstructed,historical,SF6,World,kt SF6/yr,8.401960129939697,8.532423657478931,8.756369560255324,8.891021143813832,8.935540610401164,8.904120138725334,8.962573116007905,9.092413286762836,9.222253457517768,9.3520936282727,9.481933799027631
