model,variable,unit,scenario,region,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
dummy,HFC-23,kt HFC23/yr,historical,World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75E-05,8.36E-05,0.000145201,0.000223426,0.000317824,0.000425712,0.000541203,0.000654143,0.00074897,0.00080361,0.000788566,0.000666422,0.000392053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001311419,0.018038289,0.04194238,0.07408186,0.11508175,0.164933098,0.223192494,0.289223423,0.362367794,0.44205912,0.527889147,0.619638962,0.717284041,0.820980946,0.931041421,1.04789793,1.172063123,1.304084562,1.444495268,1.59376032,1.752219948,1.920030191,2.097103585,2.283054071,2.47715295,2.678305421,2.885061035,3.095674625,3.308238102,3.412108854,3.654298666,4.055111559,4.216507725,4.326133094,4.227156807,3.834191419,4.656061392,5.090458271,5.350316484,5.747925172,5.794054188,6.748611281,7.61852988,7.082930135,6.619382252,7.278847312,8.188958959,8.177011135,9.088606061,9.520253968,10.10080606,10.42264982,10.34886703,11.064798,8.939704476,9.468197939,9.637622483,11.86601916,12.65206849,14.33640778,11.61124895,11.45835029,9.597487786,10.52849806,11.72860916,12.9196918,13.9239643,14.43529928,12.87391086,12.78673825,15.12309867,16.83284973,17.31192494,16.50514026,15.53380421,13.95447161,14.05184309
dummy,HFC-236fa,kt HFC236fa/yr,historical,World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061,0.0189,0.0322,0.0562,0.0765,0.0964,0.1147,0.1283,0.1354,0.1413,0.1484,0.1554,0.1634,0.1741,0.1865,0.1994,0.2128,0.2225,0.2386,0.258,0.2704,0.2794,0.2884,0.3005,0.3158,0.3298,0.3367,0.338,0.3198,0.3282,0.3371,0.3469
dummy,HFC-245fa,kt HFC245fa/yr,historical,World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0003,0.0006,0.0015,0.0039,0.0096,0.0218,0.0572,0.7026,1.3307,4.1327,5.8095,6.8506,6.9737,6.919,6.8565,7.3951,8.1294,8.7513,9.2156,9.7851,10.5005,11.2736,11.9319,12.3624,12.5277,12.8389,13.3898,14.0283,14.6969
dummy,HFC-32,kt HFC32/yr,historical,World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.1096,0.2193,0.251,0.2827,0.3144,0.3461,0.4284,0.4897,0.747,0.872,1.3411,1.7978,2.7325,4.1145,5.1514,6.5632,8.1483,9.1848,10.9962,14.9,17.4576,20.2333,23.356,27.8709,32.4335,39.3784,48.4845,55.5579,60.5857,74.4372,83.7911,93.5933,103.6249
dummy,HFC-365mfc,kt HFC365mfc/yr,historical,World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0.0041,0.0116,0.0316,0.0599,0.1,0.9523,2.2198,2.7007,3.0259,3.0539,3.017,2.927,3.0465,3.2784,3.5301,3.7811,4.017,4.1782,4.2425,4.231,4.1793,4.127,4.4544,4.443,4.6781,5.0503
dummy,HFC-4310mee,kt HFC4310/yr,historical,World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.003,0.0031,0.0031,0.0031,0.0031,0.0018,0.9902,1.0131,1.115,1.2026,1.2035,1.2054,1.2789,1.2524,1.0615,0.9242,0.9214,1.0355,1.0027,0.9682,1.0066,1.1222,0.8671,0.846,0.8444,0.8672
dummy,Halon-1202,kt Halon1202/yr,historical,World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000499612,0.004613264,0.010302194,0.017783216,0.027199738,0.038569801,0.05172085,0.066211204,0.081239504,0.095545301,0.107789909,0.118068651,0.127013133,0.13539527,0.144064467,0.15388859,0.16569294,0.180191274,0.197903245,0.219053411,0.243448332,0.270330338,0.298692953,0.328705663,0.360704511,0.394659814,0.429954628,0.465150342,0.498227403,0.527953698,0.552844115,0.571115803,0.582127645,0.585441644,0.580423115,0.566701923,0.54581742,0.520015394,0.490456259,0.458205203,0.424759708,0.391787682,0.359747365,0.328927931,0.29999509,0.273725561,0.249612654,0.226845687,0.204796659,0.183178618,0.162198673,0.142388667,0.123634136,0.10563038,0.088172069,0.07127814,0.055312662,0.040942013,0.028607111
dummy,Halon-1211,kt Halon1211/yr,historical,World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280717967,0.017007842,0.297725809,0.314733651,0.331741493,0.629467302,0.944200953,4.083122119,4.321231905,4.278623723,4.780443635,5.01855342,3.010919468,4.797274323,4.720650458,5.74989062,7.110872275,5.732705625,5.375363792,6.387596113,8.573723828,9.756034567,9.585778995,11.06581554,9.245267851,9.253683195,10.64868053,10.98883737,10.20612234,10.19752984,11.0140834,10.46106281,10.13773666,9.780394832,8.546883414,8.351204656,8.138518056,7.908823614,7.381403363,6.819967429,5.943797843,5.858758634,5.493001457,4.829518472,4.974173704,4.012964909,3.842886491,3.672808072,3.222011687,3.315643394,3.145564975,3.256204524,2.82241598,2.652337561,2.76297711,2.329188566,2.439828115
dummy,Halon-1301,kt Halon1301/yr,historical,World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246752694,0.250156125,0.253559556,0.256962987,1.740882584,1.764706601,1.541777925,1.808951206,1.339269835,2.590050461,3.364342855,2.668329377,2.455610994,3.720005344,4.507911462,5.059275179,5.12394037,4.941852867,5.249867321,5.561285206,4.395590358,6.173910683,3.781259226,1.601326152,1.858289139,2.85891364,1.652377618,3.636609465,1.946778348,1.960392072,1.727253103,2.230968784,2.494738634,2.021653832,1.541762168,2.042074419,1.808935449,1.572393048,1.57919991,1.832759467,1.596217066,2.096529316,1.863390347,1.380095252,1.136745989,1.136745989,1.136745989,1.383498683,0.893396726,1.383498683,1.14014942,1.14014942,1.14014942
dummy,Halon-2402,kt Halon2402/yr,historical,World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008929411,0.026334671,0.04978793,0.080018275,0.117309551,0.161235604,0.210969142,0.266824059,0.328640466,0.396609662,0.469553684,0.546280157,0.625691788,0.706250562,0.78605344,0.864189455,0.938997108,1.010098883,1.079917682,1.149579426,1.219769832,1.290369073,1.358180006,1.419030824,1.469992534,1.507304221,1.526222214,1.523527346,1.498376872,1.45272985,1.391330469,1.319306992,1.240430936,1.159188061,1.0791468,1.001259703,0.926509442,0.856699727,0.792680287,0.734344012,0.681186909,0.632818953,0.589429482,0.55157554,0.518635248,0.490319351,0.465646523,0.444372029,0.425890672,0.410603342,0.398130548,0.387335378,0.378225926,0.370102192,0.361525482,0.352183245,0.34165137,0.33000838,0.318365389,0.306722399,0.295079409,0.283436418
dummy,N2O,Mt N2O/yr,historical,World,0.999086659,0.999760312,1.009970083,1.010032991,1.009485389,1.01675017,1.022006677,1.02225716,1.025386736,1.031857044,1.028001798,1.026467765,1.021977454,1.021526774,1.01879877,1.019505508,1.026609245,1.033772936,1.035658137,1.035145193,1.032644688,1.024481234,1.027406551,1.027761299,1.028365985,1.035372958,1.045811469,1.044195799,1.047528802,1.054152758,1.053775584,1.048154019,1.04568304,1.043606267,1.040590655,1.042708368,1.052382654,1.059695369,1.06471852,1.066954499,1.065672741,1.055866413,1.057460175,1.055937472,1.054209288,1.058567111,1.066978704,1.064879156,1.06622018,1.071711968,1.070481756,1.066061568,1.065443834,1.065591108,1.06598328,1.069388241,1.081996774,1.090327304,1.097332345,1.101686613,1.102166934,1.095108441,1.098885735,1.10000407,1.101492765,1.107866699,1.119219824,1.119201422,1.123033154,1.129702526,1.130927844,1.126329253,1.127141334,1.127362024,1.1259067,1.129253442,1.141757119,1.149676521,1.157260194,1.161761874,1.163798843,1.158023659,1.162131948,1.162367761,1.165911957,1.173059346,1.184630517,1.186073931,1.189097986,1.197204678,1.199127845,1.19299455,1.191899657,1.194325251,1.191443406,1.195812825,1.209449792,1.219524539,1.228161875,1.2334017,1.232450398,1.226350566,1.229824949,1.228681847,1.230157532,1.239788709,1.251576439,1.253140442,1.257533749,1.265721029,1.266064156,1.261383358,1.260907136,1.266246981,1.268511592,1.276649091,1.294113926,1.305423415,1.315234916,1.323348544,1.323193429,1.32444094,1.336832231,1.33835654,1.3444435,1.359002309,1.370233904,1.376645833,1.385881899,1.397388942,1.403527353,1.402242521,1.406333533,1.414567558,1.419612934,1.430900396,1.450436413,1.464820698,1.482233804,1.492558246,1.509228538,1.514312094,1.526909851,1.534497661,1.543232777,1.562836419,1.579325047,1.589267972,1.600623016,1.618172138,1.626347833,1.630075465,1.639828361,1.654867216,1.667856148,1.688014092,1.720455311,1.746125772,1.768060342,1.789199699,1.802271865,1.813652774,1.836576885,1.85291074,1.859489698,1.881520451,1.910349836,1.927679491,1.945472911,1.958801463,1.982946233,1.994097511,2.01726529,2.047300125,2.0696088,2.134751603,2.171592308,2.218528931,2.259265913,2.302521241,2.305786135,2.308814743,2.303279441,2.310915622,2.33797844,2.353289835,2.401034908,2.447695467,2.492372757,2.543892298,2.609017624,2.67956992,2.72502075,2.797928526,2.872567055,2.898127018,2.986432174,3.08291942,3.186404142,3.279011315,3.403325609,3.55398661,3.688600665,3.812057428,3.959770301,4.123893435,4.248876924,4.365464147,4.495794896,4.636459762,4.747950078,5.187405418,5.309178632,5.433843825,5.538717774,5.694924599,5.811942928,5.934239864,6.071906505,6.177785032,6.350115352,6.532695857,6.709985988,6.963164065,7.136799623,7.356785303,7.599885899,7.716700132,7.928953065,8.047928335,8.125865771,8.032319264,7.908773466,8.138992101,8.254532468,8.149315967,8.200513589,8.321388089,8.409194442,8.478855148,8.610497843,8.574045639,8.603963882,8.655061109,8.706095629,9.026522684,9.316549493,9.185495339,9.170684862,9.148363839,9.029933405,9.035909089,9.126126542,9.306655621,9.541468163,9.583764124,9.650159786,9.829443019,9.798408628,9.785845978,9.973200939,10.11587595,10.12993179,10.40087977,10.53822025,10.53650543,10.61215502,10.79358695,10.88799024,10.94517395,10.94706279,11.20138472,11.14611549,11.22445671
dummy,NF3,kt NF3/yr,historical,World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84E-06,9.81E-06,1.64E-05,2.45E-05,3.43E-05,4.52E-05,5.67E-05,6.75E-05,7.60E-05,7.98E-05,7.57E-05,5.99E-05,2.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000536233,0.002393352,0.005033001,0.008611983,0.013293691,0.019246126,0.026640146,0.035647871,0.046441162,0.059190093,0.074061307,0.091216205,0.110808929,0.132984166,0.157874875,0.185600133,0.216263424,0.249951821,0.286736682,0.326676647,0.36982386,0.416234485,0.465984647,0.519192848,0.576049759,0.636855792,0.702066183,0.772342153,0.848605214,0.932089579,1.024385071,1.127459798,1.243648334,1.375587463,1.526077914,1.697847693,1.893191019,2.113457976,2.356396508,2.613311243,2.883531327,3.160506791,3.443768318,3.727029844,4.01029137
dummy,NH3,Mt NH3/yr,historical,World,6.616399733,6.625567042,6.716041476,6.718461585,6.730135194,6.774933989,6.796900769,6.802215938,6.838189487,6.869286597,6.873990828,6.886997868,6.856339137,6.852274157,6.842407881,6.836043882,6.866244548,6.917138493,6.924928694,6.92496932,6.912381072,6.899979189,6.943749038,6.966669242,7.005306234,7.068041564,7.134252566,7.148653251,7.208796199,7.262080378,7.303468109,7.306497089,7.293909166,7.286825994,7.283058185,7.289339977,7.335460443,7.391106048,7.418700804,7.433978416,7.427810676,7.37798999,7.387267873,7.375052372,7.378640412,7.404675261,7.433862979,7.421054712,7.442553013,7.457733498,7.467067184,7.490047719,7.498467822,7.515719168,7.542677763,7.569803036,7.643175918,7.716668777,7.769508573,7.807937822,7.824775575,7.803080743,7.835630394,7.84729909,7.876886028,7.92533729,7.9772904,7.9841001,8.028833677,8.063728228,8.098419606,8.120939389,8.140395878,8.15731346,8.179681656,8.204168801,8.282154623,8.353324697,8.410644772,8.450032844,8.474367502,8.466091769,8.507859979,8.525197563,8.573464393,8.632372128,8.694566268,8.718152399,8.771222854,8.819089755,8.863194369,8.870919404,8.874496759,8.890172656,8.897200953,8.921601549,8.995498632,9.064845499,9.120394614,9.153971239,9.158746013,9.135532743,9.164005981,9.162135145,9.193247396,9.248525597,9.30138948,9.319280595,9.36786547,9.401863227,9.430207127,9.44401405,9.449182567,9.477574361,9.505257621,9.545864402,9.636576831,9.70984445,9.768528299,9.814675291,9.825813099,9.861550051,9.956279251,9.990849629,10.07193681,10.17312351,10.24845731,10.32351432,10.42116578,10.49614998,10.57024519,10.62237153,10.6689586,10.73467061,10.80201738,10.88611156,11.021491,11.12969905,11.24321474,11.32640446,11.39091246,11.44756333,11.55222537,11.62836942,11.72707424,11.85523469,11.95845894,12.05343915,12.16094494,12.26143795,12.34674453,12.43315101,12.52668188,12.62865303,12.74197021,12.88312344,13.0646875,13.20618887,13.36179539,13.49400227,13.58920862,13.67698275,13.82219163,13.92237622,14.04347149,14.18962764,14.34272145,14.47440921,14.6265937,14.74402706,14.86296112,14.98232868,15.0807758,15.20938114,15.30587909,15.72723144,16.00606225,16.25105981,16.48004797,16.64512644,16.69491697,16.80910196,16.85969765,16.88853876,16.97365847,17.02676062,17.22672095,17.40889164,17.49942483,17.56686198,17.66565814,17.7812409,17.80723065,17.92656497,18.06728156,18.13523691,18.37811858,18.65344574,19.0386613,19.40593501,19.86012914,20.50925836,21.04966086,21.52774171,22.0579419,22.54883283,22.94028428,23.38216477,23.94790402,24.54660572,24.88938413,25.45456401,26.22093435,27.09914969,27.60051718,29.024213,30.64200477,31.97955598,33.46257755,34.21203077,37.01000712,37.77437605,38.46253054,39.11305722,39.78809908,40.59143551,41.27205444,42.02875927,42.95659303,43.82607803,44.65449775,45.05552376,45.32641996,45.93478836,46.75652433,47.22960863,48.06711432,48.72883192,49.24097771,50.36647478,50.4449833,50.49634903,50.99644665,51.26129666,51.34121162,52.06583468,53.0345596,53.32259402,53.65485645,53.95153132,54.12746694,53.72162837,54.0769317,54.81487731,55.83784294,56.42488263,57.45744467,58.40547193,58.72256952,58.93569418,59.68240858,60.53116158,61.66205423,62.36963045,62.82088492,62.96836503,63.91342584,64.42694177,64.85759885,65.76879113,66.44848614,67.86093942,68.15892764,68.76856236
