"model","run","conv","nit","gamma","C1","C2","kappa1","kappa2","epsilon","sigma_eta","sigma_xi","F_4xCO2"
"EC-Earth3","r8i1p1f1","TRUE","3157","2.9499454418135","5.56803974040714","32.6808548118222","0.991788820472559","0.78282495662957","1.29532222054457","0.743504226902497","1.03446904397178","8.47110389142366"
"EC-Earth3-Veg","r1i1p1f1","TRUE","5478","4.17288240781761","7.63746993872397","25.0027419402772","1.14716652628719","1.10170620600665","1.46430339166308","0.93085920492788","1.49322647967511","9.65185527633329"
"FGOALS-f3-L","r1i1p1f1","TRUE","2957","3.87036382352482","6.0800389921093","68.5040647259158","1.57911785373837","0.77377130941233","1.46606834077281","0.974711268162483","1.06457327240833","9.98812152060036"
"FGOALS-f3-L","r2i1p1f1","TRUE","2918","2.84590249137446","6.32242606806373","66.5285025201748","1.50127114338053","0.759902332123958","1.32580279509114","0.72130081546087","1.13938527064303","9.4314832091091"
"FGOALS-f3-L","r3i1p1f1","TRUE","3079","3.60623621720988","6.42394172291615","64.7302021890901","1.56949669413953","0.762000234280285","1.43490732874343","0.817371129606463","1.08550325011931","9.87973152381948"
"FGOALS-g3","r1i1p1f1","TRUE","4609","1.10203495852041","6.74316744490268","88.6466617358","1.31415990012608","0.744116935397069","1.23161435963589","0.232268631248448","0.625054027236226","7.87870562378642"
"FIO-ESM-2-0","r1i1p1f1","TRUE","3516","2.16634140805434","7.07925472018515","90.7376706376918","0.933675871031494","0.786572946700488","1.35484860636173","0.458494379924745","0.952162126864738","8.61049133126336"
"FIO-ESM-2-0","r2i1p1f1","TRUE","3852","0.187089865852248","7.39586262272319","86.3947763398594","1.13722121840379","0.808067891294195","1.6282799575558","0.315239578847179","0.833216896024918","10.1975713038981"
"FIO-ESM-2-0","r3i1p1f1","TRUE","2427","2.01655919759952","7.97609598363553","92.3382354598108","0.910414845538679","0.738620471575251","1.15100202876821","0.454321455597933","0.953454197722374","7.96415894182606"
"GFDL-CM4","r1i1p1f1","TRUE","2755","2.71509862919355","5.3636749047615","81.2740639554871","1.00576493832365","0.690757305196068","1.81228108350851","0.956389131735205","0.709421428712029","9.0349492500262"
"GFDL-ESM4","r1i1p1f1","TRUE","2401","3.66629183389141","6.5108290881436","110.156423527168","1.4129150014579","0.702081203274297","1.15723958791571","0.988015958642035","0.6989408651148","7.72870967197098"
"GISS-E2-1-G","r102i1p1f1","TRUE","3802","2.69912983608666","4.93882919153506","143.837282344353","1.6014664647922","0.888673609786269","1.01181637496396","0.538789788684021","0.943198565477421","8.45656311295316"
"GISS-E2-1-G","r1i1p1f1","TRUE","3162","2.54861057875162","5.00362034316467","150.998355992409","1.48453206754797","0.844437670180877","1.11812005275064","0.501056179950216","0.809666053746766","8.26530100271227"
"GISS-E2-1-G","r1i1p3f1","TRUE","4455","2.20338154075364","4.91210470012406","156.024046284841","1.53959099957278","0.882034976555917","1.11235517811701","0.40964569712962","0.97210266911947","8.1331986877952"
"GISS-E2-1-G","r1i1p5f1","TRUE","2602","2.03363959130063","4.28796151694121","157.331467536565","1.59707383222338","0.838753651559363","0.959123896117354","0.419061729505156","0.990706536433468","8.23255494754375"
"GISS-E2-1-H","r1i1p1f1","TRUE","3794","3.5179051593458","5.82116952601767","74.2647632362866","1.26054877429115","0.815925167973992","1.2059684558869","0.644940094088453","0.984909249624212","7.99996421768384"
"GISS-E2-1-H","r1i1p3f1","TRUE","2907","2.84999077119208","5.60293054687845","72.506524996924","1.16659362484773","0.846483975140101","1.16924931695859","0.486815458090423","0.982566085480418","7.45294789543282"
"GISS-E2-2-G","r1i1p1f1","TRUE","3365","2.6014522900962","5.88111905426038","159.271663024435","1.5891213286776","0.716188085834122","0.914418285357159","0.572891401769365","0.799914195906323","7.44681211527759"
"HadGEM3-GC31-LL","r1i1p1f3","TRUE","3332","2.60117400461337","7.80581653493959","62.2851974293261","0.645355978369573","0.64447882855827","1.16735037196225","0.410532741657102","1.05144957797486","7.47688906978175"
"HadGEM3-GC31-MM","r1i1p1f3","TRUE","3398","2.66614116069747","7.11980406066756","64.7262939116028","0.665948622222063","0.727868592920517","1.0746870109225","0.457238170906125","0.876410437200484","7.39133841870776"
"IITM-ESM","r1i1p1f1","TRUE","3094","2.93647999867958","6.14683553860777","129.206069926836","2.0450458930656","0.8993396019812","1.11996042853604","1.14819023587557","0.80614975571341","9.76616206746686"
"INM-CM4-8","r1i1p1f1","TRUE","2779","2.47540264415988","6.41242599020106","28.3237300429807","1.6703355391594","0.672723578110547","1.26305476733283","0.449840699768991","0.37299320193503","6.19282670976713"
"INM-CM5-0","r1i1p1f1","TRUE","2331","1.94246823854546","7.14824894780744","48.8683048477442","1.65569128517277","0.614481441501879","1.21962314461808","0.460777610995441","0.488688053030197","6.45176826118207"
"IPSL-CM6A-LR","r1i1p1f1","TRUE","2559","3.41882481698097","6.64044167995052","53.3199757062176","0.807393542752656","0.57449241579395","1.22941390205624","0.917043691610647","0.961625981397319","7.61157813577115"
"KACE-1-0-G","r1i1p1f1","TRUE","2782","1.96626475729538","6.88271001225581","98.1052474839777","0.774314929152803","0.750990900074488","1.24586080842314","0.358367537550001","0.736660735854241","8.08785567117274"
"KIOST-ESM","r1i1p1f1","TRUE","2063","2.44600265121384","5.10343967555833","92.3018910478155","1.02918823855106","0.783921373717517","1.33751844251971","0.650390423910356","0.617880470499904","7.58688804054904"
"MIROC-ES2L","r1i1p1f2","TRUE","2603","2.03159931270064","6.06022798664011","138.429764054493","1.59484480793481","0.83590978999665","1.07437588338776","0.74211162087783","1.18201193918867","8.56831066968474"
"MIROC6","r1i1p1f1","TRUE","2268","2.03043176932725","5.02132496689472","136.39229707829","1.52005795659339","0.796541769812027","1.28794841504242","0.731269649981688","1.01660014240821","8.318220893513"
"MPI-ESM-1-2-HAM","r1i1p1f1","TRUE","2548","2.42400836897108","7.9504439802119","98.2345959216084","1.45268477092113","0.765266294722365","1.32030171622825","0.539665245368931","0.759846548077219","9.1461075282589"
"MPI-ESM1-2-HR","r1i1p1f1","TRUE","3552","3.00272189783139","7.38991186771061","81.5174156858574","1.41530912973051","0.7832866464875","1.41324663202923","0.546091923450983","0.623285346180079","8.87811141367253"
"MPI-ESM1-2-LR","r1i1p1f1","TRUE","2816","2.27719565867999","6.96969432895454","94.2317075006353","1.4887334639656","0.754915606394962","1.24446029013934","0.454710564666551","0.891362418881222","9.34760955553192"
"MRI-ESM2-0","r10i1p1f1","TRUE","2403","1.9087181060385","6.09303204641431","98.4198251144409","1.2019533811476","0.915478382858633","1.36554431239757","0.63274684762231","0.835500500018506","8.08732873863586"
"MRI-ESM2-0","r13i1p1f1","TRUE","2286","2.69156121956208","6.5776248961436","99.0974694242365","1.25488006717673","0.893352076656529","1.26085610965581","0.8044370088412","0.689880564894676","8.09638911405779"
"MRI-ESM2-0","r1i1p1f1","TRUE","2487","2.30565838576977","6.55317108989994","96.8111330290213","1.23953142596853","0.91956537226476","1.44123091146452","0.863220149916065","0.712960718839697","8.40968945343794"
"MRI-ESM2-0","r1i2p1f1","TRUE","2428","2.79433061044866","6.34812842299551","105.056219211869","1.22729672427829","0.885175086742241","1.2118341342771","0.858979028540016","0.703889623746294","7.85337208646566"
"MRI-ESM2-0","r4i1p1f1","TRUE","2146","2.50299237675779","6.63549435741107","98.056532118975","1.1780772281887","0.904962508811719","1.24046852113684","0.774163421450954","0.710627638054602","7.72442383803564"
"MRI-ESM2-0","r7i1p1f1","TRUE","2485","2.24274754160764","6.08298978329119","98.3563782352349","1.14419926915865","0.913298068195391","1.2387721522447","0.675258806650291","0.774062265910194","7.58487243770035"
"NESM3","r1i1p1f1","TRUE","3157","2.26151429209619","4.44686365106916","77.8671314314821","0.843560154919941","0.610468272690258","1.01623418804171","0.502864380484973","0.581475774335568","7.89054166807765"
"NorCPM1","r1i1p1f1","TRUE","2133","1.71684602481885","8.13975723332046","94.9079600290443","1.20091991119149","0.875417212840195","1.41507433447404","0.495999967392022","0.676286040914462","7.93243881231902"
"NorESM2-LM","r1i1p1f1","TRUE","2740","1.53111079007044","4.665873712762","136.307602718904","1.60641277075821","0.779918352435001","2.26595879219559","1.26483398893138","0.756058403106186","10.3066903948393"
"NorESM2-MM","r1i1p1f1","TRUE","2747","1.406494670549","4.19091557636104","127.381505832774","1.98530012879545","0.764507742731791","1.78402543875078","1.28539789664427","0.686418749214605","10.6649545121604"
"SAM0-UNICON","r1i1p1f1","TRUE","2200","2.35723198657339","6.4761215468638","109.082177312616","1.09075510266016","0.760010173261178","1.25772945016109","0.796425081999871","0.794442503505979","8.63964278122464"
"TaiESM1","r1i1p1f1","TRUE","3004","1.54803023504677","7.85453818964581","91.6624863227381","0.926509597063376","0.702166326235897","1.29434569368976","0.396114470921765","0.957678262517144","8.64664859591277"
"UKESM1-0-LL","r1i1p1f2","TRUE","3071","3.02928015528575","8.75439856651622","68.0805035765266","0.684167233244804","0.611430595990889","1.12790983526699","0.457702389892614","1.08794737561083","7.58778415086801"
