model,scenario,region,variable,unit,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CMIP-concs,historical,World,CFC-115,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000143319,0.003477729,0.019166272,0.039499384,0.063713494,0.098729181,0.143262747,0.203540499,0.274415233,0.348219917,0.438013555,0.543196139,0.661696679,0.81180818,0.983641675,1.17364517,1.378264665,1.75,2.01,2.29,2.6,2.93,3.29,3.68,4.1,4.55,5.01,5.46,5.89,6.29,6.68,7.04,7.36,7.61,7.8,7.95,8.07,8.16,8.24,8.3,8.33,8.343333333,8.347916667,8.364666667,8.355083333,8.368166667,8.37175,8.382416667,8.389333333,8.40325,8.420416667,8.429333333,8.46725,8.498,8.559916667,8.625583333,8.674166667,8.707166667,8.746916667,8.829333333,8.860708333
CMIP-concs,historical,World,CFC-12,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019433657,0.421500216,1.635710668,2.835014025,4.025014262,5.215013001,6.38225718,7.775353189,9.444400434,11.21332526,13.20392792,15.43963218,18.00713838,20.97754012,24.18434009,27.60905121,31.60535995,36.23666474,41.47677825,47.60459269,54.79980479,63.02901486,72.24792998,82.61014628,94.25966325,107.2891798,121.6491897,137.1382049,153.856226,172.25726,192.5642491,213.2352218,232.9972202,251.9942055,270.0011859,286.4941585,303.96,320.77,337.32,354.42,370.36,387.3,406.23,426.44,449.06,468,483.15,495.15,506.2,513.25,518.93,525.48,531.1,534.94,537.7,540.14,542.27,543.22,543.71,543.54,543.09,542.36,540.83,538.68,536.37,533.85,530.9,528.27,525.53,522.48,519.6,516.58,513.27,509.94,506.97,502.96,498.96,495.015,491.34,487.215
CMIP-concs,historical,World,CH2Cl2,ppt,6.91,6.910027613,6.910055226,6.910082838,6.910110451,6.910138064,6.910165677,6.91019329,6.910220902,6.910248515,6.910276128,6.910303741,6.910331354,6.910358966,6.910386579,6.910414192,6.910441805,6.910469418,6.91049703,6.910524643,6.910552256,6.910579869,6.910607482,6.910635094,6.910662707,6.91069032,6.910717933,6.910745546,6.910773158,6.910800771,6.910828384,6.910855997,6.91088361,6.910911222,6.910938835,6.910966448,6.910994061,6.911021674,6.911049286,6.911076899,6.911104512,6.911132125,6.911159738,6.91118735,6.911214963,6.911242576,6.911270189,6.911297802,6.911325414,6.911353027,6.91138064,6.911408253,6.911435866,6.911463478,6.911491091,6.911518704,6.911546317,6.91157393,6.911601542,6.911629155,6.911656768,6.911684381,6.911711994,6.911739606,6.911767219,6.911794832,6.911822445,6.911850058,6.91187767,6.911905283,6.911932896,6.911960509,6.911988122,6.912015734,6.912043347,6.91207096,6.912098573,6.912126186,6.912153798,6.912181411,6.912209024,6.912236637,6.91226425,6.912291862,6.912319475,6.912347088,6.912374701,6.912402314,6.912429926,6.912457539,6.912485152,6.912512765,6.912540378,6.91256799,6.912595603,6.912623216,6.912650829,6.912678442,6.912706054,6.912733667,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.91276128,6.912761281,6.912761279,6.912761282,6.912761276,6.912761288,6.912761265,6.912761311,6.912761217,6.912761412,6.912760998,6.912761891,6.912759935,6.912764285,6.912754462,6.912776968,6.91272609,6.923158517,6.954429555,7.005844808,7.076577331,7.165842312,7.272848933,7.396803249,7.53691753,7.692389308,7.862438425,8.04626279,8.24306693,8.459376398,8.70284383,8.963726223,9.237827859,9.522201381,9.817557971,10.13043323,10.45914598,10.79952545,11.15687459,11.52505722,11.90180882,12.28543228,12.67705464,13.07116632,13.46686688,13.86197915,14.25530305,14.64593638,15.03268314,15.41453877,15.79050592,16.1594846,16.52037435,16.87217461,17.21378637,17.54420888,17.86224342,18.1670859,18.45744384,18.73240864,18.99078842,19.23167473,19.45397577,19.65658494,19.83841464,19.99840982,20.15157459,20.30894426,20.46313357,20.6062784,20.73100942,20.82965994,20.89438406,20.91976881,20.35929871,20.44127846,20.03465831,19.54157919,21.38450099,21.95576257,21.63081623,22.70366573,22.91611083,24.11316232,26.4127293,26.1883814,29.34654771,29.49461486,29.2996157,35.04788413,35.30225433,34.72557232,35.88475939,38.48473941,39.12361999,40.61513524,42.06894951,46.25711618,45.34328285,48.10601275
CMIP-concs,historical,World,CH3Br,ppt,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997818,5.299997817,5.299997818,5.299997817,5.299997819,5.299997816,5.299997821,5.299997812,5.299997827,5.2999978,5.299997849,5.299997758,5.299997931,5.299997598,5.29999825,5.299996972,5.299999025,5.306650862,5.338305336,5.37997853,5.419978718,5.459979389,5.499979962,5.53998056,5.579981152,5.619981745,5.659982338,5.699982931,5.739983524,5.779984118,5.819984709,5.859985307,5.899985886,5.939986517,5.979987009,6.019987886,6.059987796,6.099990539,6.139426121,6.184987498,6.229988309,6.274988799,6.319989706,6.364989762,6.409992388,6.454298415,6.504989128,6.554991816,6.604418453,6.659987603,6.715564295,6.764422173,6.819308157,6.879989934,6.939991094,6.999991582,7.059993495,7.119412277,7.184317335,7.255663538,7.319503661,7.389227279,7.465574264,7.534413864,7.609319153,7.6899915,7.769993808,7.849401621,7.934991458,8.019996365,8.103740166,8.199989374,8.294995167,8.389330954,8.489993168,8.589393769,8.694339761,8.804992592,8.914994065,9.027161373,9.131617577,8.945095411,9.12911969,9.06761459,9.343854179,9.066814633,9.091311479,8.576789719,8.206865617,8.016321678,7.940204259,8.035656878,7.806012526,7.65546331,7.428530413,7.201030784,7.141697844,7.102980975,7.002802168,6.865338952,6.713722174,6.683195356,6.85508313,6.666735971,6.56660654,6.491143818,6.598875,6.569041667,6.471791667,6.541315789
CMIP-concs,historical,World,CH3CCl3,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001163425,0.017432911,0.108080192,0.289042432,0.563670092,0.880146157,1.23860976,1.701523037,2.179267275,2.772260261,3.511745083,4.254168105,5.182889401,6.633789983,8.81561646,11.54927615,14.64974034,17.68018514,20.81547785,24.91669802,30.32583647,36.76850455,42.72001613,49.04176908,57.53721462,68.57340068,78.18179325,85.92584,91.5327,95.8972,99.82525,104.464815,108.498425,111.73526,115.570945,120.832705,124.92823,129.338405,131.595765,132.8555,127.0345,116.6995,104.623,91.1025,77.4495,65.032,54.3435,45.4425,37.8415,31.53,26.3325,21.885,18.3015,15.3025,12.7845,10.7325,9.020786058,7.546360724,6.290252191,5.230838072,4.353848369,3.640724083,3.081903976,2.606743128,2.2155,1.902,1.621,1.409083333,1.231708333,1.116375,0.911837719
CMIP-concs,historical,World,CH3Cl,ppt,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,456.9999999,457.0000001,456.9999997,457.0000006,456.9999987,457.0000029,456.9999934,457.0000152,456.9999642,457.0000864,456.9997406,457.9320007,460.7425038,463.2436967,465.7432892,468.2434297,470.7433789,473.2434019,475.7314635,478.3116426,481.1606416,484.1764457,488.5088518,493.2549823,496.9596978,500.6978186,504.5039342,508.3637169,512.232841,516.0400788,519.726474,523.243996,526.5386448,529.5773614,532.3371009,534.8238174,537.0335588,538.9712391,540.66486,542.1264454,543.3849343,544.4634017,545.3698231,546.1371378,546.791424,547.3396889,547.7978985,548.1820799,548.5012385,548.7653707,548.9834749,549.1685519,549.3226302,549.4526883,549.5567533,549.646775,549.7208285,549.780857,549.8308517,549.871074,549.9049077,549.9418873,545.3847258,550.3866608,537.8095957,541.677942,564.2266566,556.4456139,547.4495706,536.7120607,539.1396699,541.0224054,534.6578333,540.40175,533.20375,542.3346667,544.99975,537.7840833,541.49325,531.21625,538.0614167,537.6924167,540.2785,544.5929167,553.2961667,545.7628333,543.0949167,540.7906667,546.06825,545.4878333,540.2315,542.8257333
CMIP-concs,historical,World,CHCl3,ppt,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.799999999,4.800000001,4.799999999,4.8,4.799999988,4.799999981,4.799999964,4.799999961,4.799999937,4.799999945,4.799999903,4.799999937,4.799999853,4.799999953,4.799999761,4.800000039,4.799999546,4.800000323,4.799999287,4.803525526,4.813409467,4.828584377,4.847969049,4.87049985,4.895096524,4.920687476,4.94619993,4.970571346,4.992711185,5.014263084,5.036628813,5.060059339,5.08417752,5.109822653,5.136405111,5.164170586,5.193351853,5.22413261,5.256569745,5.290311208,5.325883423,5.363471562,5.403075881,5.444616045,5.488611147,5.535006802,5.583762173,5.635348518,5.689751508,5.746818101,5.807778062,5.872754663,5.941914439,6.015554063,6.093146854,6.174787102,6.260036695,6.348478779,6.43975375,6.533173975,6.628618193,6.725567556,6.824531143,6.925758941,7.028955336,7.134127465,7.241467099,7.351485772,7.463809704,7.579107158,7.698347431,7.820893743,7.947181821,8.078148598,8.213740022,8.354130636,8.499481203,8.650031134,8.805940852,8.967849039,9.135039932,9.30711047,9.483822055,9.664215622,9.847889606,10.03627725,10.2391292,10.35722586,10.32710571,10.07128333,9.682167632,9.620109484,9.59375446,9.532502191,9.145689375,8.538978167,8.207030054,8.16053329,7.522,7.238,7.19,7.246,7.134,7.123,7.134,7.358,7.271,7.067,7.273,7.442,7.638,7.933,8.493,8.642,9.039,9.56,9.374,8.785,8.728083333,8.432083333,7.831083333,7.598425
CMIP-concs,historical,World,HCFC-141b,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19441322,0.19741961,0.18840044,0.16935997,0.20343239,0.25854954,0.23950907,0.21946647,0.24552185,0.27658788,0.25955167,0.28159853,0.759,1.8905,3.514,5.434,7.3485,9.128,10.971,12.6935,14.15,15.4775,16.614,17.3305,17.6755,18.134,18.7855,19.3495,19.863,20.467,21.3645,22.3665,23.2645,23.8025,24.221,24.51,24.51033669,24.37075024,24.36373269,24.51541667,24.61325,24.622,24.58413158
CMIP-concs,historical,World,HCFC-142b,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001065175,0.021073127,0.069999842,0.114999842,0.161269842,0.194999843,0.229999843,0.264999843,0.298729835,0.342519765,0.411785645,0.75285392,0.78180984,0.79678704,0.84271712,0.87267152,0.97950888,0.98150584,0.99947848,1.12428848,1.51968656,2.28951464,3.2300828,3.7975,5.0105,6.2245,7.2475,8.384,9.3585,10.3355,11.4325,12.4395,13.2415,13.898,14.5755,15.1515,15.953,16.9645,18.135,19.236,20.42572665,21.20119529,21.64276064,22.01567269,22.1390077,22.16549231,22.27708307,22.33865737,22.27652861,22.25302861,21.96545833,21.754,21.4615,21.53554386
CMIP-concs,historical,World,HCFC-22,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000761762,0.019080033,0.079322331,0.140004524,0.200004306,0.260004537,0.320004246,0.380004601,0.440004135,0.500004738,0.560003915,0.620005041,0.680003438,0.740005749,0.800002308,0.860007608,0.927500591,0.934997703,0.92000026,0.926251683,0.963755778,1.053860108,1.186010383,1.346465378,1.584594542,1.906034764,2.249406633,2.637653884,3.129154267,3.753723801,4.502781692,5.391107508,6.472539754,7.774255813,9.383843428,11.19163774,13.09374699,15.12005536,17.35239005,19.92769459,22.52558277,25.1791244,28.19611552,31.40779854,35.7235771,40.48909939,44.5514893,47.8873382,50.80920936,53.92299159,57.64767398,62.68358122,68.79459236,73.23467099,77.70790703,83.3758146,89.61342676,95.66917555,101.285,105.546,110.946,116.0595,121.483,125.952,131.5435,136.7405,141.7585,147.677,153.025,158.1225,162.9095,168.704,175.376,183.219,191.3275,198.823,206.3155,213.165,218.643,224.1585,229.082,233.327,237.511,241.0395,244.0385,246.75,247.92,248.84,248.71,247.285
CMIP-concs,historical,World,Halon-1211,ppt,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.004446573,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.00444657,0.004446569,0.004446572,0.004446566,0.004446579,0.004446548,0.00444662,0.004446448,0.004446994,0.012151916,0.01866485,0.023900682,0.027877628,0.031010342,0.032291698,0.032812487,0.032833278,0.032095154,0.030305767,0.028203127,0.026776751,0.024952414,0.023499979,0.021999981,0.020458319,0.019499981,0.018499996,0.01749999,0.016499992,0.015499992,0.01449999,0.013499995,0.012499973,0.011375026,0.010999986,0.011131962,0.014528773,0.02660746,0.04295516,0.061202233,0.081566239,0.107531536,0.146534775,0.203307822,0.277511982,0.369696973,0.47630767,0.58937681,0.709716624,0.8755,1.0105,1.1655,1.322,1.4775,1.65,1.838,2.0275,2.223,2.44,2.6485,2.844666667,3.028333333,3.240333333,3.416333333,3.553,3.722,3.88,4.0115,4.1245,4.2045,4.2555,4.2905,4.327,4.345,4.331,4.2975,4.249,4.186,4.121,4.049,3.966,3.8625,3.763,3.659,3.5575,3.4615,3.3745,3.278,3.157208333,3.074291667,2.98125,2.928837719
CMIP-concs,historical,World,Halon-1301,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21E-06,9.69E-06,1.94E-05,2.91E-05,3.87E-05,5.61E-05,0.000119217,0.000223556,0.000360778,0.000513466,0.000788676,0.003391636,0.010107177,0.020921595,0.034983893,0.051680791,0.087156987,0.150426983,0.230200978,0.315191974,0.3775,0.45075,0.5415,0.6475,0.77625,0.92725,1.11075,1.30925,1.50275,1.684,1.85575,2.0165,2.16575,2.2905,2.3955,2.486,2.56475,2.63575,2.69875,2.75825,2.81875,2.87125,2.925325,2.9690375,3.03646784,3.064612404,3.0990453,3.134196709,3.164755999,3.17997261,3.20618614,3.22458595,3.25754476,3.2805,3.297,3.306,3.306,3.3105,3.311,3.322,3.313625,3.323916667,3.323791667,3.322214912
