model,run,conv,nit,gamma,C1,C2,kappa1,kappa2,epsilon,sigma_eta,sigma_xi,F_4xCO2
CNRM-ESM2-1,r3i1p1f2,True,2773,5.53069127999688,7.21084751708608,90.0136155679693,0.625766920977185,0.65465459252437,0.923767950105259,0.875863467600365,0.913627339244225,5.7880373978414
CanESM5,r1i1p1f1,True,3224,3.18085968252064,7.54985096716415,68.8427767671973,0.66440351082941,0.63377821331273,1.08639986277241,0.593468064636776,0.924954926602585,7.64772907156982
CanESM5,r1i1p2f1,True,2599,2.81801308539994,8.2345039100522,68.6878434722434,0.639894782750193,0.606654402135451,1.09191792400326,0.437736053563816,0.974425871306348,7.45606247227716
E3SM-1-0,r1i1p1f1,True,2469,2.61276032779894,7.64590869574556,39.7069222497735,0.656913676287287,0.436203151873933,1.39940106013677,0.831208224837909,1.14997401356678,7.56004586301858
EC-Earth3,r3i1p1f1,True,2731,2.1510713085166,6.2093764541258,34.1107761429488,0.960243932843612,0.810633280601345,1.31612027276057,0.625675494731996,1.17273108263468,8.11284772875795
EC-Earth3,r8i1p1f1,True,3364,2.95001070020413,5.56803591542418,32.6808401536399,0.991786935917662,0.782825179204114,1.29531907043651,0.743512176513802,1.03446926966696,8.47108718293239
EC-Earth3-Veg,r1i1p1f1,True,5166,4.17317610865816,7.63745994676963,25.0027549811042,1.1471644440605,1.10170112317962,1.46430147182545,0.930891967253339,1.493223307765,9.65183980090537
FGOALS-f3-L,r1i1p1f1,True,3058,3.87044236268787,6.08003070643439,68.5038820192816,1.57912031575787,0.77378042450523,1.46605958344804,0.974721009711711,1.06457312959028,9.9881200974418
FGOALS-f3-L,r2i1p1f1,True,3243,2.84593335974888,6.32241867752252,66.5282780351877,1.5012725125936,0.759906653962002,1.32579939759165,0.721304483305621,1.13938562743699,9.43148377534422
FGOALS-f3-L,r3i1p1f1,True,3383,3.60605736493769,6.42394211621539,64.7300803394523,1.56949888960305,0.762001376639457,1.43490734541793,0.817351865392915,1.08550068486459,9.87974121590232
FGOALS-g3,r1i1p1f1,True,3860,1.1020561321137,6.74317949060726,88.6466342658105,1.31415932253476,0.744117711534248,1.23161199852827,0.232270776180601,0.625055702362337,7.87869917335864
FIO-ESM-2-0,r1i1p1f1,True,3133,2.16637214146783,7.07929654263153,90.7372764229805,0.933677300763939,0.786576331362558,1.3548426317376,0.458497177114609,0.952168772681519,8.61048421419685
FIO-ESM-2-0,r2i1p1f1,True,3781,0.187089159964584,7.39585780371971,86.3947797374136,1.13722146829027,0.808067832711497,1.62828251856386,0.315239614561981,0.833216474869307,10.1975777987038
FIO-ESM-2-0,r3i1p1f1,True,2454,2.01652460545501,7.97607305566202,92.3379067466067,0.910415755056703,0.738623971248672,1.15099857082082,0.454317689891461,0.953452071348714,7.96415573604449
GFDL-CM4,r1i1p1f1,True,2464,2.71512560998757,5.36367406723809,81.2741290931685,1.00576402361749,0.690756959615612,1.81228245820113,0.95639491322679,0.709421674260341,9.03494762258534
GFDL-ESM4,r1i1p1f1,True,2557,3.66624046255307,6.51080656362615,110.156358714528,1.41291587739695,0.702082816999926,1.15724023168624,0.988008155964836,0.69893660833918,7.72871485390481
GISS-E2-1-G,r102i1p1f1,True,4573,2.69918214250127,4.93883527085815,143.837553587017,1.60146501776199,0.88867154705037,1.01181520821714,0.538794761796153,0.943199965216576,8.45655492868208
GISS-E2-1-G,r1i1p1f1,True,2296,2.54872677568187,5.0036020305812,150.997274446693,1.4845307316374,0.844441639419428,1.11811408249057,0.501067461715048,0.809664929921052,8.26528268350517
GISS-E2-1-G,r1i1p3f1,True,4214,2.20333634716041,4.91208444337021,156.024798975896,1.53959151601223,0.88203402339534,1.11235693292137,0.409641447612509,0.972098567362892,8.13320472899804
GISS-E2-1-G,r1i1p5f1,True,2576,2.03364216987923,4.28797312384649,157.330192424868,1.59707491179707,0.838757098760276,0.959121277916877,0.419061995735999,0.990710626511001,8.232553215405
GISS-E2-1-H,r1i1p1f1,True,4099,3.51783993944519,5.82115153121017,74.2644721758323,1.26054946512127,0.815930925757857,1.20596545570621,0.644936548320246,0.984907306859087,7.99996222858767
GISS-E2-1-H,r1i1p3f1,True,3025,2.84997057642492,5.60293706810911,72.5064597589525,1.16659474126163,0.846481979241418,1.16925147389042,0.486813615249626,0.982566714539133,7.4529563205156
GISS-E2-2-G,r1i1p1f1,True,2939,2.60152632236676,5.88112350833686,159.273054079372,1.58912092163056,0.716185618273893,0.914408742068555,0.572898714728218,0.799914054315036,7.44679290027612
HadGEM3-GC31-LL,r1i1p1f3,True,3512,2.60104071784097,7.80578793058121,62.2851681714503,0.645356641664143,0.644481185630142,1.16735108596107,0.41052224455185,1.05144438574959,7.4768958383472
HadGEM3-GC31-MM,r1i1p1f3,True,2576,2.66598538579622,7.11975186720176,64.7262530194019,0.665949584678192,0.727871756443383,1.07468859306428,0.457225126268381,0.876401458880898,7.39134901076996
IITM-ESM,r1i1p1f1,True,2695,2.93641735367838,6.14683183204531,129.206193649865,2.04505091326968,0.899337791936289,1.11996970788351,1.14818090821695,0.80614797969928,9.76619862939415
INM-CM4-8,r1i1p1f1,True,2837,2.47537394545486,6.41242111624748,28.32373810078,1.67033653429782,0.672723617254662,1.26305502782182,0.449837797340599,0.372992601337535,6.19283011322466
INM-CM5-0,r1i1p1f1,True,2340,1.94248455287008,7.14825101612132,48.8682726974018,1.65569159408046,0.614481311045581,1.21962287736968,0.460779750163317,0.488688129756398,6.4517688129641
IPSL-CM6A-LR,r1i1p1f1,True,2550,3.41878777970256,6.64044406538018,53.3199336532465,0.807393916401711,0.574492970177401,1.22941668748747,0.917038704486161,0.961626642553103,7.61158565149394
KACE-1-0-G,r1i1p1f1,True,2683,1.96630398509219,6.88273096642183,98.1054419023032,0.774314603864195,0.750988356979109,1.24586293745865,0.358370834646986,0.736663000387188,8.08785877865902
KIOST-ESM,r1i1p1f1,True,2342,2.44596984548294,5.10343939411521,92.3019077628066,1.02918878774876,0.783919989995976,1.33752056091069,0.650386858868269,0.617879732864525,7.58689434994444
MIROC-ES2L,r1i1p1f2,True,2165,2.03159433455528,6.0602179725917,138.429335166348,1.59484544258463,0.835911611845325,1.07437241444796,0.742110975804448,1.18201001275664,8.56830573868909
MIROC6,r1i1p1f1,True,2298,2.03042345898508,5.02132103900877,136.39142688195,1.52005999225195,0.796545600424339,1.28794486968178,0.731268305685485,1.01659957978722,8.31822183613746
MPI-ESM-1-2-HAM,r1i1p1f1,True,2711,2.42399874087463,7.95044796676668,98.2349425825323,1.4526839234435,0.765263965492751,1.32030633861622,0.53966392699008,0.759846624407607,9.14611309158188
MPI-ESM1-2-HR,r1i1p1f1,True,3474,3.00267251841602,7.38991575642553,81.5173602401264,1.41530942437841,0.783288072438785,1.41324585778349,0.54608588011821,0.62328654270557,8.87811178440016
MPI-ESM1-2-LR,r1i1p1f1,True,3000,2.2771747476445,6.96967308312286,94.2311071148552,1.48873604215045,0.754922078680106,1.24445406013272,0.454708675502925,0.891360147163255,9.3476094362478
MRI-ESM2-0,r10i1p1f1,True,2202,1.90862958998758,6.09304370600885,98.4199385843784,1.2019543441486,0.915475985908594,1.36555026657059,0.632733541823075,0.835500977175198,8.08734497150906
MRI-ESM2-0,r13i1p1f1,True,2349,2.69157712599949,6.57760819793636,99.0974559279379,1.25487890577902,0.893351809777904,1.26085170595399,0.804439220313695,0.689878615203675,8.09637480836014
MRI-ESM2-0,r1i1p1f1,True,2169,2.30564792992579,6.55317038127246,96.8111550568124,1.23953294085813,0.919565068390642,1.44123548047542,0.863217998676009,0.712961259937828,8.40970546185588
MRI-ESM2-0,r1i2p1f1,True,2397,2.79418097542968,6.34806726070009,105.055156194084,1.22730238125481,0.88518573555087,1.21182687686642,0.858957720782774,0.703881122234973,7.85338072263516
MRI-ESM2-0,r4i1p1f1,True,2426,2.50292005793888,6.6355119972397,98.0563596629193,1.178078527387,0.904964620540751,1.24046824982869,0.774151982919299,0.710629874053951,7.72442898373308
MRI-ESM2-0,r7i1p1f1,True,2047,2.24283259028917,6.08294758443337,98.3564650563679,1.14419417716823,0.913294821807789,1.23876181652761,0.675273801757198,0.774057055902941,7.58482847721303
NESM3,r1i1p1f1,True,2705,2.26154795100704,4.44686511987835,77.8672274608168,0.843561390223259,0.610467653862443,1.01623975005452,0.502867726598134,0.581476590770348,7.89056245178285
NorCPM1,r1i1p1f1,True,2302,1.71682885088692,8.13973192681492,94.9079574412319,1.20092080438511,0.875419192674261,1.41507569807455,0.495998286532605,0.676283577021613,7.93244598989485
NorESM2-LM,r1i1p1f1,True,2963,1.53112316100767,4.66587189454983,136.306938877928,1.60641701630643,0.779920521302809,2.26593267179498,1.26483666053359,0.756058899195008,10.3066557063389
NorESM2-MM,r1i1p1f1,True,2655,1.4064921063657,4.19091624738731,127.381755317873,1.98529866049059,0.764507365840394,1.78403336042384,1.28539733706849,0.68641885582267,10.6649643422167
SAM0-UNICON,r1i1p1f1,True,2087,2.35723019596623,6.47613055301614,109.082420955313,1.09075514664369,0.760008180923592,1.25773328373169,0.796425344905803,0.794444102351978,8.63965181167712
TaiESM1,r1i1p1f1,True,3534,1.54802491305569,7.85454610163927,91.6625416589232,0.926509691713053,0.702165872014208,1.29434749811328,0.39611339154001,0.957679858412078,8.64665345539596
UKESM1-0-LL,r1i1p1f2,True,4214,3.02924301275073,8.75437230790613,68.0804956265326,0.684167269981132,0.611428801200297,1.1279109165331,0.457699005629507,1.08794124588327,7.58778643373678
