,ssp370,ssp434,ssp460,ssp119,ssp126,ssp245,ssp534-over,ssp585
2172,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2173,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2174,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2175,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2176,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2177,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2178,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2179,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2180,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2181,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2182,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2183,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2184,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2185,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2186,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2187,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2188,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2189,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2190,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2191,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2192,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2193,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2194,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2195,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2196,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2197,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2198,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2199,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2200,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2201,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2202,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2203,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2204,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2205,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2206,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2207,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2208,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2209,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2210,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2211,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2212,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2213,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2214,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2215,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2216,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2217,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2218,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2219,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2220,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2221,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2222,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2223,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2224,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2225,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2226,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2227,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2228,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2229,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2230,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2231,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2232,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2233,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2234,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2235,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2236,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2237,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2238,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2239,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2240,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2241,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2242,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2243,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2244,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2245,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2246,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2247,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2248,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2249,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2250,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2251,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2252,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2253,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2254,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2255,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2256,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2257,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2258,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2259,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2260,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2261,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2262,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2263,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2264,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2265,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2266,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2267,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2268,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2269,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2270,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2271,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2272,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2273,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2274,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2275,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2276,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2277,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2278,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2279,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2280,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2281,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2282,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2283,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2284,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2285,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2286,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2287,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2288,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2289,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2290,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2291,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2292,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2293,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2294,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2295,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2296,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2297,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2298,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2299,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2300,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2301,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2302,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2303,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2304,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2305,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2306,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2307,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2308,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2309,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2310,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2311,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2312,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2313,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2314,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2315,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2316,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2317,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2318,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2319,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2320,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2321,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2322,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2323,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2324,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2325,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2326,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2327,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2328,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2329,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2330,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2331,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2332,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2333,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2334,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2335,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2336,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2337,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2338,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2339,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2340,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2341,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2342,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2343,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2344,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2345,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2346,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2347,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2348,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2349,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2350,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2351,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2352,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2353,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2354,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2355,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2356,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2357,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2358,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2359,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2360,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2361,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2362,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2363,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2364,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2365,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2366,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2367,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2368,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2369,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2370,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2371,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2372,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2373,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2374,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2375,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2376,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2377,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2378,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2379,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
