,ssp370,ssp434,ssp460,ssp119,ssp126,ssp245,ssp534-over,ssp585
1767,-0.001687612,-0.001687612,-0.001687612,-0.001687612,-0.001687612,-0.001687612,-0.001687612,-0.001687612
1768,-0.0018041178,-0.0018041178,-0.0018041178,-0.0018041178,-0.0018041178,-0.0018041178,-0.0018041178,-0.0018041178
1769,-0.0019227669,-0.0019227669,-0.0019227669,-0.0019227669,-0.0019227669,-0.0019227669,-0.0019227669,-0.0019227669
1770,-0.0020435989,-0.0020435989,-0.0020435989,-0.0020435989,-0.0020435989,-0.0020435989,-0.0020435989,-0.0020435989
1771,-0.0021666539,-0.0021666539,-0.0021666539,-0.0021666539,-0.0021666539,-0.0021666539,-0.0021666539,-0.0021666539
1772,-0.0022919727,-0.0022919727,-0.0022919727,-0.0022919727,-0.0022919727,-0.0022919727,-0.0022919727,-0.0022919727
1773,-0.002419597,-0.002419597,-0.002419597,-0.002419597,-0.002419597,-0.002419597,-0.002419597,-0.002419597
1774,-0.0025495692,-0.0025495692,-0.0025495692,-0.0025495692,-0.0025495692,-0.0025495692,-0.0025495692,-0.0025495692
1775,-0.0026819325,-0.0026819325,-0.0026819325,-0.0026819325,-0.0026819325,-0.0026819325,-0.0026819325,-0.0026819325
1776,-0.002816731,-0.002816731,-0.002816731,-0.002816731,-0.002816731,-0.002816731,-0.002816731,-0.002816731
1777,-0.0029540093,-0.0029540093,-0.0029540093,-0.0029540093,-0.0029540093,-0.0029540093,-0.0029540093,-0.0029540093
1778,-0.0030938132,-0.0030938132,-0.0030938132,-0.0030938132,-0.0030938132,-0.0030938132,-0.0030938132,-0.0030938132
1779,-0.003236189,-0.003236189,-0.003236189,-0.003236189,-0.003236189,-0.003236189,-0.003236189,-0.003236189
1780,-0.0033811842,-0.0033811842,-0.0033811842,-0.0033811842,-0.0033811842,-0.0033811842,-0.0033811842,-0.0033811842
1781,-0.0035288469,-0.0035288469,-0.0035288469,-0.0035288469,-0.0035288469,-0.0035288469,-0.0035288469,-0.0035288469
1782,-0.0036792261,-0.0036792261,-0.0036792261,-0.0036792261,-0.0036792261,-0.0036792261,-0.0036792261,-0.0036792261
1783,-0.0038323718,-0.0038323718,-0.0038323718,-0.0038323718,-0.0038323718,-0.0038323718,-0.0038323718,-0.0038323718
1784,-0.0039883351,-0.0039883351,-0.0039883351,-0.0039883351,-0.0039883351,-0.0039883351,-0.0039883351,-0.0039883351
1785,-0.0041471675,-0.0041471675,-0.0041471675,-0.0041471675,-0.0041471675,-0.0041471675,-0.0041471675,-0.0041471675
1786,-0.0043089221,-0.0043089221,-0.0043089221,-0.0043089221,-0.0043089221,-0.0043089221,-0.0043089221,-0.0043089221
1787,-0.0044736524,-0.0044736524,-0.0044736524,-0.0044736524,-0.0044736524,-0.0044736524,-0.0044736524,-0.0044736524
1788,-0.0046414134,-0.0046414134,-0.0046414134,-0.0046414134,-0.0046414134,-0.0046414134,-0.0046414134,-0.0046414134
1789,-0.0048122606,-0.0048122606,-0.0048122606,-0.0048122606,-0.0048122606,-0.0048122606,-0.0048122606,-0.0048122606
1790,-0.004986251,-0.004986251,-0.004986251,-0.004986251,-0.004986251,-0.004986251,-0.004986251,-0.004986251
1791,-0.0051634422,-0.0051634422,-0.0051634422,-0.0051634422,-0.0051634422,-0.0051634422,-0.0051634422,-0.0051634422
1792,-0.0053438933,-0.0053438933,-0.0053438933,-0.0053438933,-0.0053438933,-0.0053438933,-0.0053438933,-0.0053438933
1793,-0.0055276641,-0.0055276641,-0.0055276641,-0.0055276641,-0.0055276641,-0.0055276641,-0.0055276641,-0.0055276641
1794,-0.0057148159,-0.0057148159,-0.0057148159,-0.0057148159,-0.0057148159,-0.0057148159,-0.0057148159,-0.0057148159
1795,-0.0059054106,-0.0059054106,-0.0059054106,-0.0059054106,-0.0059054106,-0.0059054106,-0.0059054106,-0.0059054106
1796,-0.0060995118,-0.0060995118,-0.0060995118,-0.0060995118,-0.0060995118,-0.0060995118,-0.0060995118,-0.0060995118
1797,-0.0062971838,-0.0062971838,-0.0062971838,-0.0062971838,-0.0062971838,-0.0062971838,-0.0062971838,-0.0062971838
1798,-0.0064984925,-0.0064984925,-0.0064984925,-0.0064984925,-0.0064984925,-0.0064984925,-0.0064984925,-0.0064984925
1799,-0.0067035046,-0.0067035046,-0.0067035046,-0.0067035046,-0.0067035046,-0.0067035046,-0.0067035046,-0.0067035046
1800,-0.0069122884,-0.0069122884,-0.0069122884,-0.0069122884,-0.0069122884,-0.0069122884,-0.0069122884,-0.0069122884
1801,-0.0071249132,-0.0071249132,-0.0071249132,-0.0071249132,-0.0071249132,-0.0071249132,-0.0071249132,-0.0071249132
1802,-0.0073414497,-0.0073414497,-0.0073414497,-0.0073414497,-0.0073414497,-0.0073414497,-0.0073414497,-0.0073414497
1803,-0.0075619698,-0.0075619698,-0.0075619698,-0.0075619698,-0.0075619698,-0.0075619698,-0.0075619698,-0.0075619698
1804,-0.0077865469,-0.0077865469,-0.0077865469,-0.0077865469,-0.0077865469,-0.0077865469,-0.0077865469,-0.0077865469
1805,-0.0080152556,-0.0080152556,-0.0080152556,-0.0080152556,-0.0080152556,-0.0080152556,-0.0080152556,-0.0080152556
1806,-0.0082481718,-0.0082481718,-0.0082481718,-0.0082481718,-0.0082481718,-0.0082481718,-0.0082481718,-0.0082481718
1807,-0.008485373,-0.008485373,-0.008485373,-0.008485373,-0.008485373,-0.008485373,-0.008485373,-0.008485373
1808,-0.008726938,-0.008726938,-0.008726938,-0.008726938,-0.008726938,-0.008726938,-0.008726938,-0.008726938
1809,-0.0089729472,-0.0089729472,-0.0089729472,-0.0089729472,-0.0089729472,-0.0089729472,-0.0089729472,-0.0089729472
1810,-0.0092234821,-0.0092234821,-0.0092234821,-0.0092234821,-0.0092234821,-0.0092234821,-0.0092234821,-0.0092234821
1811,-0.0094786263,-0.0094786263,-0.0094786263,-0.0094786263,-0.0094786263,-0.0094786263,-0.0094786263,-0.0094786263
1812,-0.0097384643,-0.0097384643,-0.0097384643,-0.0097384643,-0.0097384643,-0.0097384643,-0.0097384643,-0.0097384643
1813,-0.0100030826,-0.0100030826,-0.0100030826,-0.0100030826,-0.0100030826,-0.0100030826,-0.0100030826,-0.0100030826
1814,-0.0102725691,-0.0102725691,-0.0102725691,-0.0102725691,-0.0102725691,-0.0102725691,-0.0102725691,-0.0102725691
1815,-0.0105470134,-0.0105470134,-0.0105470134,-0.0105470134,-0.0105470134,-0.0105470134,-0.0105470134,-0.0105470134
1816,-0.0108265067,-0.0108265067,-0.0108265067,-0.0108265067,-0.0108265067,-0.0108265067,-0.0108265067,-0.0108265067
1817,-0.0111111418,-0.0111111418,-0.0111111418,-0.0111111418,-0.0111111418,-0.0111111418,-0.0111111418,-0.0111111418
1818,-0.0114010134,-0.0114010134,-0.0114010134,-0.0114010134,-0.0114010134,-0.0114010134,-0.0114010134,-0.0114010134
1819,-0.0116962178,-0.0116962178,-0.0116962178,-0.0116962178,-0.0116962178,-0.0116962178,-0.0116962178,-0.0116962178
1820,-0.0119968532,-0.0119968532,-0.0119968532,-0.0119968532,-0.0119968532,-0.0119968532,-0.0119968532,-0.0119968532
1821,-0.0123030193,-0.0123030193,-0.0123030193,-0.0123030193,-0.0123030193,-0.0123030193,-0.0123030193,-0.0123030193
1822,-0.0126148181,-0.0126148181,-0.0126148181,-0.0126148181,-0.0126148181,-0.0126148181,-0.0126148181,-0.0126148181
1823,-0.012932353,-0.012932353,-0.012932353,-0.012932353,-0.012932353,-0.012932353,-0.012932353,-0.012932353
1824,-0.0132557296,-0.0132557296,-0.0132557296,-0.0132557296,-0.0132557296,-0.0132557296,-0.0132557296,-0.0132557296
1825,-0.0135850555,-0.0135850555,-0.0135850555,-0.0135850555,-0.0135850555,-0.0135850555,-0.0135850555,-0.0135850555
1826,-0.01392044,-0.01392044,-0.01392044,-0.01392044,-0.01392044,-0.01392044,-0.01392044,-0.01392044
1827,-0.0142619946,-0.0142619946,-0.0142619946,-0.0142619946,-0.0142619946,-0.0142619946,-0.0142619946,-0.0142619946
1828,-0.0146098328,-0.0146098328,-0.0146098328,-0.0146098328,-0.0146098328,-0.0146098328,-0.0146098328,-0.0146098328
1829,-0.0149640703,-0.0149640703,-0.0149640703,-0.0149640703,-0.0149640703,-0.0149640703,-0.0149640703,-0.0149640703
1830,-0.0153248247,-0.0153248247,-0.0153248247,-0.0153248247,-0.0153248247,-0.0153248247,-0.0153248247,-0.0153248247
1831,-0.0156922159,-0.0156922159,-0.0156922159,-0.0156922159,-0.0156922159,-0.0156922159,-0.0156922159,-0.0156922159
1832,-0.0160663661,-0.0160663661,-0.0160663661,-0.0160663661,-0.0160663661,-0.0160663661,-0.0160663661,-0.0160663661
1833,-0.0164473996,-0.0164473996,-0.0164473996,-0.0164473996,-0.0164473996,-0.0164473996,-0.0164473996,-0.0164473996
1834,-0.016835443,-0.016835443,-0.016835443,-0.016835443,-0.016835443,-0.016835443,-0.016835443,-0.016835443
1835,-0.0172306252,-0.0172306252,-0.0172306252,-0.0172306252,-0.0172306252,-0.0172306252,-0.0172306252,-0.0172306252
1836,-0.0176330777,-0.0176330777,-0.0176330777,-0.0176330777,-0.0176330777,-0.0176330777,-0.0176330777,-0.0176330777
1837,-0.0180429342,-0.0180429342,-0.0180429342,-0.0180429342,-0.0180429342,-0.0180429342,-0.0180429342,-0.0180429342
1838,-0.0184603308,-0.0184603308,-0.0184603308,-0.0184603308,-0.0184603308,-0.0184603308,-0.0184603308,-0.0184603308
1839,-0.0188854063,-0.0188854063,-0.0188854063,-0.0188854063,-0.0188854063,-0.0188854063,-0.0188854063,-0.0188854063
1840,-0.019318302,-0.019318302,-0.019318302,-0.019318302,-0.019318302,-0.019318302,-0.019318302,-0.019318302
1841,-0.0197591617,-0.0197591617,-0.0197591617,-0.0197591617,-0.0197591617,-0.0197591617,-0.0197591617,-0.0197591617
1842,-0.020208132,-0.020208132,-0.020208132,-0.020208132,-0.020208132,-0.020208132,-0.020208132,-0.020208132
1843,-0.020665362,-0.020665362,-0.020665362,-0.020665362,-0.020665362,-0.020665362,-0.020665362,-0.020665362
1844,-0.0211310038,-0.0211310038,-0.0211310038,-0.0211310038,-0.0211310038,-0.0211310038,-0.0211310038,-0.0211310038
1845,-0.021605212,-0.021605212,-0.021605212,-0.021605212,-0.021605212,-0.021605212,-0.021605212,-0.021605212
1846,-0.0220881443,-0.0220881443,-0.0220881443,-0.0220881443,-0.0220881443,-0.0220881443,-0.0220881443,-0.0220881443
1847,-0.0225799611,-0.0225799611,-0.0225799611,-0.0225799611,-0.0225799611,-0.0225799611,-0.0225799611,-0.0225799611
1848,-0.023080826,-0.023080826,-0.023080826,-0.023080826,-0.023080826,-0.023080826,-0.023080826,-0.023080826
1849,-0.0235909053,-0.0235909053,-0.0235909053,-0.0235909053,-0.0235909053,-0.0235909053,-0.0235909053,-0.0235909053
1850,-0.0241103686,-0.0241103686,-0.0241103686,-0.0241103686,-0.0241103686,-0.0241103686,-0.0241103686,-0.0241103686
1851,-0.0246393886,-0.0246393886,-0.0246393886,-0.0246393886,-0.0246393886,-0.0246393886,-0.0246393886,-0.0246393886
1852,-0.0251601424,-0.0251601424,-0.0251601424,-0.0251601424,-0.0251601424,-0.0251601424,-0.0251601424,-0.0251601424
1853,-0.0257398818,-0.0257398818,-0.0257398818,-0.0257398818,-0.0257398818,-0.0257398818,-0.0257398818,-0.0257398818
1854,-0.026317458,-0.026317458,-0.026317458,-0.026317458,-0.026317458,-0.026317458,-0.026317458,-0.026317458
1855,-0.0268930431,-0.0268930431,-0.0268930431,-0.0268930431,-0.0268930431,-0.0268930431,-0.0268930431,-0.0268930431
1856,-0.0274654894,-0.0274654894,-0.0274654894,-0.0274654894,-0.0274654894,-0.0274654894,-0.0274654894,-0.0274654894
1857,-0.0280442175,-0.0280442175,-0.0280442175,-0.0280442175,-0.0280442175,-0.0280442175,-0.0280442175,-0.0280442175
1858,-0.0286285627,-0.0286285627,-0.0286285627,-0.0286285627,-0.0286285627,-0.0286285627,-0.0286285627,-0.0286285627
1859,-0.0292178307,-0.0292178307,-0.0292178307,-0.0292178307,-0.0292178307,-0.0292178307,-0.0292178307,-0.0292178307
1860,-0.0298151506,-0.0298151506,-0.0298151506,-0.0298151506,-0.0298151506,-0.0298151506,-0.0298151506,-0.0298151506
1861,-0.0304172294,-0.0304172294,-0.0304172294,-0.0304172294,-0.0304172294,-0.0304172294,-0.0304172294,-0.0304172294
1862,-0.0310310881,-0.0310310881,-0.0310310881,-0.0310310881,-0.0310310881,-0.0310310881,-0.0310310881,-0.0310310881
1863,-0.0315816352,-0.0315816352,-0.0315816352,-0.0315816352,-0.0315816352,-0.0315816352,-0.0315816352,-0.0315816352
1864,-0.0321323694,-0.0321323694,-0.0321323694,-0.0321323694,-0.0321323694,-0.0321323694,-0.0321323694,-0.0321323694
1865,-0.032683469,-0.032683469,-0.032683469,-0.032683469,-0.032683469,-0.032683469,-0.032683469,-0.032683469
1866,-0.0332353782,-0.0332353782,-0.0332353782,-0.0332353782,-0.0332353782,-0.0332353782,-0.0332353782,-0.0332353782
1867,-0.0337874306,-0.0337874306,-0.0337874306,-0.0337874306,-0.0337874306,-0.0337874306,-0.0337874306,-0.0337874306
1868,-0.0343378934,-0.0343378934,-0.0343378934,-0.0343378934,-0.0343378934,-0.0343378934,-0.0343378934,-0.0343378934
1869,-0.034886818,-0.034886818,-0.034886818,-0.034886818,-0.034886818,-0.034886818,-0.034886818,-0.034886818
1870,-0.0354340114,-0.0354340114,-0.0354340114,-0.0354340114,-0.0354340114,-0.0354340114,-0.0354340114,-0.0354340114
1871,-0.0359800477,-0.0359800477,-0.0359800477,-0.0359800477,-0.0359800477,-0.0359800477,-0.0359800477,-0.0359800477
1872,-0.0365472902,-0.0365472902,-0.0365472902,-0.0365472902,-0.0365472902,-0.0365472902,-0.0365472902,-0.0365472902
1873,-0.037204462,-0.037204462,-0.037204462,-0.037204462,-0.037204462,-0.037204462,-0.037204462,-0.037204462
1874,-0.037873172,-0.037873172,-0.037873172,-0.037873172,-0.037873172,-0.037873172,-0.037873172,-0.037873172
1875,-0.0385495263,-0.0385495263,-0.0385495263,-0.0385495263,-0.0385495263,-0.0385495263,-0.0385495263,-0.0385495263
1876,-0.039234158,-0.039234158,-0.039234158,-0.039234158,-0.039234158,-0.039234158,-0.039234158,-0.039234158
1877,-0.0399269158,-0.0399269158,-0.0399269158,-0.0399269158,-0.0399269158,-0.0399269158,-0.0399269158,-0.0399269158
1878,-0.0406266783,-0.0406266783,-0.0406266783,-0.0406266783,-0.0406266783,-0.0406266783,-0.0406266783,-0.0406266783
1879,-0.0413336961,-0.0413336961,-0.0413336961,-0.0413336961,-0.0413336961,-0.0413336961,-0.0413336961,-0.0413336961
1880,-0.0420481143,-0.0420481143,-0.0420481143,-0.0420481143,-0.0420481143,-0.0420481143,-0.0420481143,-0.0420481143
1881,-0.042769104,-0.042769104,-0.042769104,-0.042769104,-0.042769104,-0.042769104,-0.042769104,-0.042769104
1882,-0.0435298551,-0.0435298551,-0.0435298551,-0.0435298551,-0.0435298551,-0.0435298551,-0.0435298551,-0.0435298551
1883,-0.0442398131,-0.0442398131,-0.0442398131,-0.0442398131,-0.0442398131,-0.0442398131,-0.0442398131,-0.0442398131
1884,-0.0449572198,-0.0449572198,-0.0449572198,-0.0449572198,-0.0449572198,-0.0449572198,-0.0449572198,-0.0449572198
1885,-0.0456780264,-0.0456780264,-0.0456780264,-0.0456780264,-0.0456780264,-0.0456780264,-0.0456780264,-0.0456780264
1886,-0.0464053393,-0.0464053393,-0.0464053393,-0.0464053393,-0.0464053393,-0.0464053393,-0.0464053393,-0.0464053393
1887,-0.0471337798,-0.0471337798,-0.0471337798,-0.0471337798,-0.0471337798,-0.0471337798,-0.0471337798,-0.0471337798
1888,-0.0478621683,-0.0478621683,-0.0478621683,-0.0478621683,-0.0478621683,-0.0478621683,-0.0478621683,-0.0478621683
1889,-0.0485901929,-0.0485901929,-0.0485901929,-0.0485901929,-0.0485901929,-0.0485901929,-0.0485901929,-0.0485901929
1890,-0.049317701,-0.049317701,-0.049317701,-0.049317701,-0.049317701,-0.049317701,-0.049317701,-0.049317701
1891,-0.0500417495,-0.0500417495,-0.0500417495,-0.0500417495,-0.0500417495,-0.0500417495,-0.0500417495,-0.0500417495
1892,-0.0507622696,-0.0507622696,-0.0507622696,-0.0507622696,-0.0507622696,-0.0507622696,-0.0507622696,-0.0507622696
1893,-0.0514980757,-0.0514980757,-0.0514980757,-0.0514980757,-0.0514980757,-0.0514980757,-0.0514980757,-0.0514980757
1894,-0.0522347048,-0.0522347048,-0.0522347048,-0.0522347048,-0.0522347048,-0.0522347048,-0.0522347048,-0.0522347048
1895,-0.0529880394,-0.0529880394,-0.0529880394,-0.0529880394,-0.0529880394,-0.0529880394,-0.0529880394,-0.0529880394
1896,-0.0537470207,-0.0537470207,-0.0537470207,-0.0537470207,-0.0537470207,-0.0537470207,-0.0537470207,-0.0537470207
1897,-0.0545086293,-0.0545086293,-0.0545086293,-0.0545086293,-0.0545086293,-0.0545086293,-0.0545086293,-0.0545086293
1898,-0.055272804,-0.055272804,-0.055272804,-0.055272804,-0.055272804,-0.055272804,-0.055272804,-0.055272804
1899,-0.0560396089,-0.0560396089,-0.0560396089,-0.0560396089,-0.0560396089,-0.0560396089,-0.0560396089,-0.0560396089
1900,-0.0568066028,-0.0568066028,-0.0568066028,-0.0568066028,-0.0568066028,-0.0568066028,-0.0568066028,-0.0568066028
1901,-0.0575757192,-0.0575757192,-0.0575757192,-0.0575757192,-0.0575757192,-0.0575757192,-0.0575757192,-0.0575757192
1902,-0.0584146693,-0.0584146693,-0.0584146693,-0.0584146693,-0.0584146693,-0.0584146693,-0.0584146693,-0.0584146693
1903,-0.0592571697,-0.0592571697,-0.0592571697,-0.0592571697,-0.0592571697,-0.0592571697,-0.0592571697,-0.0592571697
1904,-0.060130508,-0.060130508,-0.060130508,-0.060130508,-0.060130508,-0.060130508,-0.060130508,-0.060130508
1905,-0.0610317749,-0.0610317749,-0.0610317749,-0.0610317749,-0.0610317749,-0.0610317749,-0.0610317749,-0.0610317749
1906,-0.0619614561,-0.0619614561,-0.0619614561,-0.0619614561,-0.0619614561,-0.0619614561,-0.0619614561,-0.0619614561
1907,-0.0629236206,-0.0629236206,-0.0629236206,-0.0629236206,-0.0629236206,-0.0629236206,-0.0629236206,-0.0629236206
1908,-0.0638953138,-0.0638953138,-0.0638953138,-0.0638953138,-0.0638953138,-0.0638953138,-0.0638953138,-0.0638953138
1909,-0.0648768834,-0.0648768834,-0.0648768834,-0.0648768834,-0.0648768834,-0.0648768834,-0.0648768834,-0.0648768834
1910,-0.0658659124,-0.0658659124,-0.0658659124,-0.0658659124,-0.0658659124,-0.0658659124,-0.0658659124,-0.0658659124
1911,-0.0668613928,-0.0668613928,-0.0668613928,-0.0668613928,-0.0668613928,-0.0668613928,-0.0668613928,-0.0668613928
1912,-0.0677956148,-0.0677956148,-0.0677956148,-0.0677956148,-0.0677956148,-0.0677956148,-0.0677956148,-0.0677956148
1913,-0.0686913439,-0.0686913439,-0.0686913439,-0.0686913439,-0.0686913439,-0.0686913439,-0.0686913439,-0.0686913439
1914,-0.069554973,-0.069554973,-0.069554973,-0.069554973,-0.069554973,-0.069554973,-0.069554973,-0.069554973
1915,-0.0704068701,-0.0704068701,-0.0704068701,-0.0704068701,-0.0704068701,-0.0704068701,-0.0704068701,-0.0704068701
1916,-0.071246342,-0.071246342,-0.071246342,-0.071246342,-0.071246342,-0.071246342,-0.071246342,-0.071246342
1917,-0.072088244,-0.072088244,-0.072088244,-0.072088244,-0.072088244,-0.072088244,-0.072088244,-0.072088244
1918,-0.0729333414,-0.0729333414,-0.0729333414,-0.0729333414,-0.0729333414,-0.0729333414,-0.0729333414,-0.0729333414
1919,-0.0737819028,-0.0737819028,-0.0737819028,-0.0737819028,-0.0737819028,-0.0737819028,-0.0737819028,-0.0737819028
1920,-0.0746358577,-0.0746358577,-0.0746358577,-0.0746358577,-0.0746358577,-0.0746358577,-0.0746358577,-0.0746358577
1921,-0.0754922964,-0.0754922964,-0.0754922964,-0.0754922964,-0.0754922964,-0.0754922964,-0.0754922964,-0.0754922964
1922,-0.0763990368,-0.0763990368,-0.0763990368,-0.0763990368,-0.0763990368,-0.0763990368,-0.0763990368,-0.0763990368
1923,-0.0772974287,-0.0772974287,-0.0772974287,-0.0772974287,-0.0772974287,-0.0772974287,-0.0772974287,-0.0772974287
1924,-0.078204364,-0.078204364,-0.078204364,-0.078204364,-0.078204364,-0.078204364,-0.078204364,-0.078204364
1925,-0.0791178042,-0.0791178042,-0.0791178042,-0.0791178042,-0.0791178042,-0.0791178042,-0.0791178042,-0.0791178042
1926,-0.0800345962,-0.0800345962,-0.0800345962,-0.0800345962,-0.0800345962,-0.0800345962,-0.0800345962,-0.0800345962
1927,-0.0809560635,-0.0809560635,-0.0809560635,-0.0809560635,-0.0809560635,-0.0809560635,-0.0809560635,-0.0809560635
1928,-0.0819191432,-0.0819191432,-0.0819191432,-0.0819191432,-0.0819191432,-0.0819191432,-0.0819191432,-0.0819191432
1929,-0.0828858515,-0.0828858515,-0.0828858515,-0.0828858515,-0.0828858515,-0.0828858515,-0.0828858515,-0.0828858515
1930,-0.0838812733,-0.0838812733,-0.0838812733,-0.0838812733,-0.0838812733,-0.0838812733,-0.0838812733,-0.0838812733
1931,-0.084958036,-0.084958036,-0.084958036,-0.084958036,-0.084958036,-0.084958036,-0.084958036,-0.084958036
1932,-0.0860456729,-0.0860456729,-0.0860456729,-0.0860456729,-0.0860456729,-0.0860456729,-0.0860456729,-0.0860456729
1933,-0.0870299867,-0.0870299867,-0.0870299867,-0.0870299867,-0.0870299867,-0.0870299867,-0.0870299867,-0.0870299867
1934,-0.0880109487,-0.0880109487,-0.0880109487,-0.0880109487,-0.0880109487,-0.0880109487,-0.0880109487,-0.0880109487
1935,-0.0889795181,-0.0889795181,-0.0889795181,-0.0889795181,-0.0889795181,-0.0889795181,-0.0889795181,-0.0889795181
1936,-0.0899466711,-0.0899466711,-0.0899466711,-0.0899466711,-0.0899466711,-0.0899466711,-0.0899466711,-0.0899466711
1937,-0.0909226515,-0.0909226515,-0.0909226515,-0.0909226515,-0.0909226515,-0.0909226515,-0.0909226515,-0.0909226515
1938,-0.0918748892,-0.0918748892,-0.0918748892,-0.0918748892,-0.0918748892,-0.0918748892,-0.0918748892,-0.0918748892
1939,-0.0928300799,-0.0928300799,-0.0928300799,-0.0928300799,-0.0928300799,-0.0928300799,-0.0928300799,-0.0928300799
1940,-0.0937837531,-0.0937837531,-0.0937837531,-0.0937837531,-0.0937837531,-0.0937837531,-0.0937837531,-0.0937837531
1941,-0.0947243547,-0.0947243547,-0.0947243547,-0.0947243547,-0.0947243547,-0.0947243547,-0.0947243547,-0.0947243547
1942,-0.0956466571,-0.0956466571,-0.0956466571,-0.0956466571,-0.0956466571,-0.0956466571,-0.0956466571,-0.0956466571
1943,-0.0965913129,-0.0965913129,-0.0965913129,-0.0965913129,-0.0965913129,-0.0965913129,-0.0965913129,-0.0965913129
1944,-0.0975305051,-0.0975305051,-0.0975305051,-0.0975305051,-0.0975305051,-0.0975305051,-0.0975305051,-0.0975305051
1945,-0.0984762183,-0.0984762183,-0.0984762183,-0.0984762183,-0.0984762183,-0.0984762183,-0.0984762183,-0.0984762183
1946,-0.0994224612,-0.0994224612,-0.0994224612,-0.0994224612,-0.0994224612,-0.0994224612,-0.0994224612,-0.0994224612
1947,-0.1004572673,-0.1004572673,-0.1004572673,-0.1004572673,-0.1004572673,-0.1004572673,-0.1004572673,-0.1004572673
1948,-0.1015243807,-0.1015243807,-0.1015243807,-0.1015243807,-0.1015243807,-0.1015243807,-0.1015243807,-0.1015243807
1949,-0.102600078,-0.102600078,-0.102600078,-0.102600078,-0.102600078,-0.102600078,-0.102600078,-0.102600078
1950,-0.1036867663,-0.1036867663,-0.1036867663,-0.1036867663,-0.1036867663,-0.1036867663,-0.1036867663,-0.1036867663
1951,-0.1047873565,-0.1047873565,-0.1047873565,-0.1047873565,-0.1047873565,-0.1047873565,-0.1047873565,-0.1047873565
1952,-0.1061178209,-0.1061178209,-0.1061178209,-0.1061178209,-0.1061178209,-0.1061178209,-0.1061178209,-0.1061178209
1953,-0.107477468,-0.107477468,-0.107477468,-0.107477468,-0.107477468,-0.107477468,-0.107477468,-0.107477468
1954,-0.1088341188,-0.1088341188,-0.1088341188,-0.1088341188,-0.1088341188,-0.1088341188,-0.1088341188,-0.1088341188
1955,-0.1102476404,-0.1102476404,-0.1102476404,-0.1102476404,-0.1102476404,-0.1102476404,-0.1102476404,-0.1102476404
1956,-0.1117086808,-0.1117086808,-0.1117086808,-0.1117086808,-0.1117086808,-0.1117086808,-0.1117086808,-0.1117086808
1957,-0.1132312686,-0.1132312686,-0.1132312686,-0.1132312686,-0.1132312686,-0.1132312686,-0.1132312686,-0.1132312686
1958,-0.114786714,-0.114786714,-0.114786714,-0.114786714,-0.114786714,-0.114786714,-0.114786714,-0.114786714
1959,-0.1163959582,-0.1163959582,-0.1163959582,-0.1163959582,-0.1163959582,-0.1163959582,-0.1163959582,-0.1163959582
1960,-0.1179473755,-0.1179473755,-0.1179473755,-0.1179473755,-0.1179473755,-0.1179473755,-0.1179473755,-0.1179473755
1961,-0.119486003,-0.119486003,-0.119486003,-0.119486003,-0.119486003,-0.119486003,-0.119486003,-0.119486003
